id,sequence,task,choices,response,response_type,domain,task_original,choices_original
ZZIKDR,13,possible;and;A;B,possible;or;A;B,True,verify,modal,It is possible that: {A} AND {B},"It is possible that: {A} OR {B}, OR BOTH"
ZFUWUL,4,possible;or;A;B,and;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH",It is possible that {A} AND it is possible that {B}
KYSTJQ,15,possible;xor;A;B,xor;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, BUT NOT BOTH"
ZZIKDR,14,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} AND {B}
ZFUWUL,5,possible;xor;A;B,xor;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, BUT NOT BOTH"
ZZIKDR,15,possible;or;A;B,and;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH",It is possible that {A} AND it is possible that {B}
ZFUWUL,6,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}
ZFUWUL,7,xor;possible;A;possible;B,possible;xor;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, BUT NOT BOTH"
ZFUWUL,8,possible;xor;A;B,possible;and;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
ZFUWUL,9,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} AND {B},It is possible that: {A} AND it is possible that {B}
TAHEYX,0,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
ZFUWUL,10,possible;or;A;B,or;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH","It is possible that {A} OR  it is possible that {B}, OR BOTH"
TAHEYX,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
ZFUWUL,11,xor;possible;A;possible;B,or;possible;A;possible;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, OR BOTH"
LSMXKB,0,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
ZFUWUL,12,and;possible;A;possible;B,possible;xor;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B},"It is possible that: {A} OR {B}, BUT NOT BOTH"
ENMEAW,0,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
ZFUWUL,13,xor;possible;A;possible;B,possible;or;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
LSMXKB,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
ZFUWUL,14,or;possible;A;possible;B,possible;or;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH","It is possible that: {A} OR {B}, OR BOTH"
ENMEAW,1,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
ZFUWUL,15,possible;xor;A;B,and;possible;A;possible;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND it is possible that {B}
LSMXKB,0,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} AND {B}
ENMEAW,0,possible;xor;A;B,possible;or;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
LSMXKB,1,xor;possible;A;possible;B,possible;xor;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, BUT NOT BOTH"
ENMEAW,1,and;possible;A;possible;B,possible;xor;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B},"It is possible that: {A} OR {B}, BUT NOT BOTH"
LSMXKB,2,possible;xor;A;B,and;possible;A;possible;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND it is possible that {B}
ENMEAW,2,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}
LSMXKB,3,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} AND {B},It is possible that: {A} AND it is possible that {B}
ENMEAW,3,possible;xor;A;B,xor;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, BUT NOT BOTH"
LSMXKB,4,possible;xor;A;B,xor;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, BUT NOT BOTH"
ENMEAW,4,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} AND {B}
LSMXKB,5,possible;or;A;B,or;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH","It is possible that {A} OR  it is possible that {B}, OR BOTH"
ENMEAW,5,possible;or;A;B,or;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH","It is possible that {A} OR  it is possible that {B}, OR BOTH"
LSMXKB,6,possible;xor;A;B,possible;and;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
ENMEAW,6,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} AND {B},It is possible that: {A} AND it is possible that {B}
LSMXKB,7,and;possible;A;possible;B,possible;xor;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B},"It is possible that: {A} OR {B}, BUT NOT BOTH"
ENMEAW,7,xor;possible;A;possible;B,or;possible;A;possible;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, OR BOTH"
LSMXKB,8,possible;xor;A;B,possible;or;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
ENMEAW,8,xor;possible;A;possible;B,possible;or;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
LSMXKB,9,xor;possible;A;possible;B,possible;or;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
ENMEAW,9,possible;xor;A;B,and;possible;A;possible;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND it is possible that {B}
LSMXKB,10,xor;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
ENMEAW,10,xor;possible;A;possible;B,possible;xor;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, BUT NOT BOTH"
ENMEAW,11,possible;or;A;B,and;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH",It is possible that {A} AND it is possible that {B}
LSMXKB,11,or;possible;A;possible;B,possible;or;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH","It is possible that: {A} OR {B}, OR BOTH"
ENMEAW,12,or;possible;A;possible;B,possible;or;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH","It is possible that: {A} OR {B}, OR BOTH"
LSMXKB,12,possible;and;A;B,possible;or;A;B,True,verify,modal,It is possible that: {A} AND {B},"It is possible that: {A} OR {B}, OR BOTH"
ENMEAW,13,xor;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
LSMXKB,13,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}
LSMXKB,14,xor;possible;A;possible;B,or;possible;A;possible;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, OR BOTH"
ENMEAW,14,possible;and;A;B,possible;or;A;B,True,verify,modal,It is possible that: {A} AND {B},"It is possible that: {A} OR {B}, OR BOTH"
ENMEAW,15,possible;xor;A;B,possible;and;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
LSMXKB,15,possible;or;A;B,and;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH",It is possible that {A} AND it is possible that {B}
JYTLFW,0,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
JYTLFW,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
JYTLFW,0,xor;possible;A;possible;B,possible;xor;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, BUT NOT BOTH"
BKIUJZ,0,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
JYTLFW,1,possible;or;A;B,and;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH",It is possible that {A} AND it is possible that {B}
NOMSQG,0,possible;and;A;B,and;possible;A;possible;B,False,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
BKIUJZ,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
NOMSQG,1,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
NOMSQG,0,xor;possible;A;possible;B,possible;xor;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, BUT NOT BOTH"
NOMSQG,1,xor;possible;A;possible;B,possible;or;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
NOMSQG,2,xor;possible;A;possible;B,or;possible;A;possible;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, OR BOTH"
NOMSQG,3,possible;or;A;B,and;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH",It is possible that {A} AND it is possible that {B}
NOMSQG,4,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} AND {B}
NOMSQG,5,possible;xor;A;B,possible;or;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
NOMSQG,6,possible;or;A;B,or;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH","It is possible that {A} OR  it is possible that {B}, OR BOTH"
NOMSQG,7,possible;xor;A;B,possible;and;A;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
NOMSQG,8,possible;xor;A;B,and;possible;A;possible;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND it is possible that {B}
NOMSQG,9,and;possible;A;possible;B,possible;xor;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},"It is possible that: {A} OR {B}, BUT NOT BOTH"
NOMSQG,10,possible;and;A;B,and;possible;A;possible;B,False,verify,modal,It is possible that: {A} AND {B},It is possible that: {A} AND it is possible that {B}
NOMSQG,11,possible;xor;A;B,xor;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, BUT NOT BOTH"
NOMSQG,12,possible;and;A;B,possible;or;A;B,False,verify,modal,It is possible that: {A} AND {B},"It is possible that: {A} OR {B}, OR BOTH"
NOMSQG,13,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}
NOMSQG,14,xor;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
BKIUJZ,0,possible;or;A;B,or;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH","It is possible that {A} OR  it is possible that {B}, OR BOTH"
NOMSQG,15,or;possible;A;possible;B,possible;or;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH","It is possible that: {A} OR {B}, OR BOTH"
BKIUJZ,1,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} AND {B},It is possible that: {A} AND it is possible that {B}
BKIUJZ,2,possible;or;A;B,and;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH",It is possible that {A} AND it is possible that {B}
BKIUJZ,3,possible;and;A;B,possible;or;A;B,False,verify,modal,It is possible that: {A} AND {B},"It is possible that: {A} OR {B}, OR BOTH"
BKIUJZ,4,possible;xor;A;B,and;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND it is possible that {B}
BKIUJZ,5,xor;possible;A;possible;B,possible;xor;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, BUT NOT BOTH"
BKIUJZ,6,xor;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
BKIUJZ,7,xor;possible;A;possible;B,possible;or;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
BKIUJZ,8,xor;possible;A;possible;B,or;possible;A;possible;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, OR BOTH"
BKIUJZ,9,possible;xor;A;B,possible;and;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
BKIUJZ,10,or;possible;A;possible;B,possible;or;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH","It is possible that: {A} OR {B}, OR BOTH"
BKIUJZ,11,possible;xor;A;B,possible;or;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
BKIUJZ,12,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} AND {B}
BKIUJZ,13,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}
BKIUJZ,14,and;possible;A;possible;B,possible;xor;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B},"It is possible that: {A} OR {B}, BUT NOT BOTH"
BKIUJZ,15,possible;xor;A;B,xor;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, BUT NOT BOTH"
CBDXML,0,possible;and;A;B,and;possible;A;possible;B,False,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
CBDXML,1,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
EFTVTS,0,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
EFTVTS,1,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
KSTZHU,0,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
KSTZHU,1,possible;and;A;B,and;possible;A;possible;B,False,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
ELAUTF,0,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
EFTVTS,0,possible;xor;A;B,possible;and;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
CBDXML,0,xor;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
ELAUTF,1,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
KSTZHU,0,and;possible;A;possible;B,possible;xor;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B},"It is possible that: {A} OR {B}, BUT NOT BOTH"
EFTVTS,1,xor;possible;A;possible;B,possible;xor;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, BUT NOT BOTH"
EFTVTS,2,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}
KSTZHU,1,possible;and;A;B,possible;or;A;B,True,verify,modal,It is possible that: {A} AND {B},"It is possible that: {A} OR {B}, OR BOTH"
CBDXML,1,possible;xor;A;B,possible;and;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
EFTVTS,3,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} AND {B}
KSTZHU,2,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}
ELAUTF,0,possible;xor;A;B,possible;or;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
KSTZHU,3,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} AND {B},It is possible that: {A} AND it is possible that {B}
ELAUTF,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} AND {B}
EFTVTS,4,possible;xor;A;B,possible;or;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
CBDXML,2,possible;xor;A;B,xor;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, BUT NOT BOTH"
KSTZHU,4,possible;or;A;B,and;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH",It is possible that {A} AND it is possible that {B}
ELAUTF,2,possible;xor;A;B,possible;and;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
EFTVTS,5,and;possible;A;possible;B,possible;xor;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B},"It is possible that: {A} OR {B}, BUT NOT BOTH"
KSTZHU,5,possible;xor;A;B,possible;or;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
ELAUTF,3,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} AND {B},It is possible that: {A} AND it is possible that {B}
EFTVTS,6,possible;xor;A;B,and;possible;A;possible;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND it is possible that {B}
CBDXML,3,possible;xor;A;B,and;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND it is possible that {B}
ELAUTF,4,xor;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
KSTZHU,6,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} AND {B}
EFTVTS,7,or;possible;A;possible;B,possible;or;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH","It is possible that: {A} OR {B}, OR BOTH"
ELAUTF,5,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}
EFTVTS,8,possible;or;A;B,or;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH","It is possible that {A} OR  it is possible that {B}, OR BOTH"
ELAUTF,6,possible;and;A;B,possible;or;A;B,True,verify,modal,It is possible that: {A} AND {B},"It is possible that: {A} OR {B}, OR BOTH"
ELAUTF,7,or;possible;A;possible;B,possible;or;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH","It is possible that: {A} OR {B}, OR BOTH"
CBDXML,4,xor;possible;A;possible;B,possible;or;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
ELAUTF,8,possible;or;A;B,or;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH","It is possible that {A} OR  it is possible that {B}, OR BOTH"
EFTVTS,9,possible;and;A;B,possible;or;A;B,True,verify,modal,It is possible that: {A} AND {B},"It is possible that: {A} OR {B}, OR BOTH"
KSTZHU,7,or;possible;A;possible;B,possible;or;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH","It is possible that: {A} OR {B}, OR BOTH"
EFTVTS,10,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} AND {B},It is possible that: {A} AND it is possible that {B}
ELAUTF,9,and;possible;A;possible;B,possible;xor;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B},"It is possible that: {A} OR {B}, BUT NOT BOTH"
CBDXML,5,xor;possible;A;possible;B,or;possible;A;possible;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, OR BOTH"
EFTVTS,11,xor;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
ELAUTF,10,xor;possible;A;possible;B,possible;xor;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, BUT NOT BOTH"
KSTZHU,8,xor;possible;A;possible;B,or;possible;A;possible;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, OR BOTH"
ELAUTF,11,possible;xor;A;B,and;possible;A;possible;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND it is possible that {B}
EFTVTS,12,xor;possible;A;possible;B,possible;or;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
CBDXML,6,xor;possible;A;possible;B,possible;xor;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, BUT NOT BOTH"
KSTZHU,9,possible;xor;A;B,and;possible;A;possible;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND it is possible that {B}
EFTVTS,13,possible;xor;A;B,xor;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, BUT NOT BOTH"
ELAUTF,12,possible;xor;A;B,xor;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, BUT NOT BOTH"
EFTVTS,14,xor;possible;A;possible;B,or;possible;A;possible;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, OR BOTH"
ELAUTF,13,possible;or;A;B,and;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH",It is possible that {A} AND it is possible that {B}
KSTZHU,10,possible;or;A;B,or;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH","It is possible that {A} OR  it is possible that {B}, OR BOTH"
CBDXML,7,possible;or;A;B,or;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH","It is possible that {A} OR  it is possible that {B}, OR BOTH"
ELAUTF,14,xor;possible;A;possible;B,or;possible;A;possible;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, OR BOTH"
EFTVTS,15,possible;or;A;B,and;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH",It is possible that {A} AND it is possible that {B}
ELAUTF,15,xor;possible;A;possible;B,possible;or;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
KSTZHU,11,xor;possible;A;possible;B,possible;or;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
KSTZHU,12,xor;possible;A;possible;B,possible;xor;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, BUT NOT BOTH"
CBDXML,8,or;possible;A;possible;B,possible;or;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH","It is possible that: {A} OR {B}, OR BOTH"
KSTZHU,13,xor;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
KSTZHU,14,possible;xor;A;B,possible;and;A;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
CBDXML,9,and;possible;A;possible;B,possible;xor;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B},"It is possible that: {A} OR {B}, BUT NOT BOTH"
KSTZHU,15,possible;xor;A;B,xor;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, BUT NOT BOTH"
CBDXML,10,possible;and;A;B,possible;or;A;B,True,verify,modal,It is possible that: {A} AND {B},"It is possible that: {A} OR {B}, OR BOTH"
CBDXML,11,possible;or;A;B,and;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH",It is possible that {A} AND it is possible that {B}
CBDXML,12,possible;xor;A;B,possible;or;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
CBDXML,13,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} AND {B},It is possible that: {A} AND it is possible that {B}
ATPMSM,0,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
CBDXML,14,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} AND {B}
FFRUPX,0,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
