id,sequence,task,choices,response,response_type,domain,task_original,choices_original
GMZGHL,0,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
QUPGGG,1,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive OR it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
TOWARM,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
PIBNCF,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is right AND it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
STEYLK,8,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is single OR it is possible that {A} is married,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
GMZGHL,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
LNWEST,1,and;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is right AND it is possible that {A} is wrong ,It is possible that: {A} is right AND {A} is wrong AT THE SAME TIME
STEYLK,9,and;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is alive AND it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
OXGSJI,0,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive AND it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
PIBNCF,2,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is alive OR it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
QUPGGG,2,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is alive OR it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
LNWEST,2,and;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is single AND it is possible that {A} is married  ,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
OXGSJI,1,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that {A} is right OR it is possible that {A} is wrong,It is possible that: {A} is right AND {A} is wrong  AT THE SAME TIME
STEYLK,10,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is alive OR it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
JUEUJP,0,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
QUPGGG,3,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is single OR it is possible that {A} is married,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
STEYLK,11,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive AND it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
OXGSJI,2,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is right OR it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
PIBNCF,3,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single AND it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
LNWEST,3,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is right OR it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
JUEUJP,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
OXGSJI,3,and;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is alive AND it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
MEZFWC,0,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} is single OR it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
LNWEST,4,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is right AND it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
PIBNCF,4,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single OR it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
OXGSJI,4,and;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is single AND it is possible that {A} is married  ,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
QUPGGG,4,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single OR it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
LNWEST,5,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that {A} is right OR it is possible that {A} is wrong,It is possible that: {A} is right AND {A} is wrong  AT THE SAME TIME
TOWARM,0,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is right AND it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
PIBNCF,5,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive OR it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
OXGSJI,5,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is right AND it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
LNWEST,6,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single AND it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
MEZFWC,1,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is single OR it is possible that {A} is married,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
HILWHI,0,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is right OR it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
QUPGGG,5,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that {A} is right OR it is possible that {A} is wrong,It is possible that: {A} is right AND {A} is wrong  AT THE SAME TIME
OXGSJI,6,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is alive OR it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
TOWARM,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive AND it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
PIBNCF,6,and;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is single AND it is possible that {A} is married  ,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
LNWEST,7,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive OR it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
OXGSJI,7,and;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is right AND it is possible that {A} is wrong ,It is possible that: {A} is right AND {A} is wrong AT THE SAME TIME
LNWEST,8,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is alive OR it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
PIBNCF,7,and;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is right AND it is possible that {A} is wrong ,It is possible that: {A} is right AND {A} is wrong AT THE SAME TIME
CQBZNR,0,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single AND it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
OXGSJI,8,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is single OR it is possible that {A} is married,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
MEZFWC,2,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} is right OR it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
QUPGGG,6,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is right AND it is possible that {A} is wrong ,It is possible that: {A} is right AND {A} is wrong AT THE SAME TIME
RJMZEJ,0,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
TOWARM,2,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single AND it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
LNWEST,9,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is single OR it is possible that {A} is married,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
OXGSJI,9,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single AND it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
PIBNCF,8,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that {A} is right OR it is possible that {A} is wrong,It is possible that: {A} is right AND {A} is wrong  AT THE SAME TIME
CQBZNR,1,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} is right OR it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
LNWEST,10,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single OR it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
QUPGGG,7,and;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is alive AND it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
OXGSJI,10,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} is alive OR it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
MEZFWC,3,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is alive OR it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
PIBNCF,9,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is single OR it is possible that {A} is married,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
HILWHI,1,and;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is alive AND it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
TOWARM,3,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that {A} is right OR it is possible that {A} is wrong,It is possible that: {A} is right AND {A} is wrong  AT THE SAME TIME
RJMZEJ,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
JUEUJP,0,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is right OR it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
QUPGGG,8,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive AND it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
PIBNCF,10,and;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is alive AND it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
CQBZNR,2,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} is single OR it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
LNWEST,11,and;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is alive AND it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
FYSQJT,0,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} is right OR it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
PIBNCF,11,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is right OR it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
OXGSJI,11,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single OR it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
CQBZNR,3,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is single OR it is possible that {A} is married,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
TOWARM,4,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} is right OR it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
QUPGGG,9,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single AND it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
JUEUJP,1,and;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is single AND it is possible that {A} is married  ,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
FYSQJT,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single AND it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
MEZFWC,4,and;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is right AND it is possible that {A} is wrong ,It is possible that: {A} is right AND {A} is wrong AT THE SAME TIME
CQBZNR,4,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is alive OR it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
QUPGGG,10,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is right OR it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
HILWHI,2,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive OR it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
JUEUJP,2,and;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is right AND it is possible that {A} is wrong ,It is possible that: {A} is right AND {A} is wrong AT THE SAME TIME
AVJNNF,0,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that {A} is right OR it is possible that {A} is wrong,It is possible that: {A} is right AND {A} is wrong  AT THE SAME TIME
FYSQJT,2,and;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is alive AND it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
CQBZNR,5,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is right AND it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
QUPGGG,11,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is right AND it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
JUEUJP,3,and;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is alive AND it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
MEZFWC,5,and;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is alive AND it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
HILWHI,3,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is single OR it is possible that {A} is married,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
FYSQJT,3,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is right AND it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
AVJNNF,1,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is single OR it is possible that {A} is married,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
JUEUJP,4,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single OR it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
CQBZNR,6,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is alive AND it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
TOWARM,5,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is alive AND it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
EMQYZH,0,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
AVJNNF,2,and;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is alive AND it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
FYSQJT,4,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is alive OR it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
JUEUJP,5,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive OR it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
CQBZNR,7,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is single AND it is possible that {A} is married  ,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
AVJNNF,3,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive OR it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
FYSQJT,5,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is right AND it is possible that {A} is wrong ,It is possible that: {A} is right AND {A} is wrong AT THE SAME TIME
TOWARM,6,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is single AND it is possible that {A} is married  ,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
JUEUJP,6,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is right AND it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
HILWHI,4,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is right AND it is possible that {A} is wrong ,It is possible that: {A} is right AND {A} is wrong AT THE SAME TIME
EMQYZH,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
CQBZNR,8,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is right AND it is possible that {A} is wrong ,It is possible that: {A} is right AND {A} is wrong AT THE SAME TIME
FYSQJT,6,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that {A} is right OR it is possible that {A} is wrong,It is possible that: {A} is right AND {A} is wrong  AT THE SAME TIME
JUEUJP,7,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive AND it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
CQBZNR,9,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} is alive OR it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
JUEUJP,8,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is alive OR it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
MEZFWC,6,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} is alive OR it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
FYSQJT,7,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single OR it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
AVJNNF,4,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive AND it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
HILWHI,5,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is right AND it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
TOWARM,7,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} is alive OR it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
GMZGHL,0,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive OR it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
JUEUJP,9,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that {A} is right OR it is possible that {A} is wrong,It is possible that: {A} is right AND {A} is wrong  AT THE SAME TIME
CQBZNR,10,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that {A} is right OR it is possible that {A} is wrong,It is possible that: {A} is right AND {A} is wrong  AT THE SAME TIME
FYSQJT,8,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is single OR it is possible that {A} is married,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
JUEUJP,10,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is single OR it is possible that {A} is married,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
CQBZNR,11,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive AND it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
GMZGHL,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single AND it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
AVJNNF,5,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single AND it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
JUEUJP,11,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single AND it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
MEZFWC,7,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single AND it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
FYSQJT,9,and;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is single AND it is possible that {A} is married  ,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
HILWHI,6,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single OR it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
AVJNNF,6,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is right AND it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
TOWARM,8,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} is single OR it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
GMZGHL,2,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that {A} is right OR it is possible that {A} is wrong,It is possible that: {A} is right AND {A} is wrong  AT THE SAME TIME
FYSQJT,10,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive AND it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
EMQYZH,0,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is alive OR it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
AVJNNF,7,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is right AND it is possible that {A} is wrong ,It is possible that: {A} is right AND {A} is wrong AT THE SAME TIME
GMZGHL,3,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is right AND it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
MEZFWC,8,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive AND it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
FYSQJT,11,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive OR it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
TOWARM,9,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is alive OR it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
AVJNNF,8,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single OR it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
EMQYZH,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single AND it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
HILWHI,7,and;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is single AND it is possible that {A} is married  ,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
MEZFWC,9,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that {A} is right OR it is possible that {A} is wrong,It is possible that: {A} is right AND {A} is wrong  AT THE SAME TIME
GMZGHL,4,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is single OR it is possible that {A} is married,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
AVJNNF,9,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is single AND it is possible that {A} is married  ,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
HILWHI,8,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive AND it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
EMQYZH,2,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is single AND it is possible that {A} is married  ,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
TOWARM,10,and;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is right AND it is possible that {A} is wrong ,It is possible that: {A} is right AND {A} is wrong AT THE SAME TIME
GMZGHL,5,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} is right OR it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
AVJNNF,10,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is right OR it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
MEZFWC,10,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is right AND it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
NKJIPP,0,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
HILWHI,9,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that {A} is right OR it is possible that {A} is wrong,It is possible that: {A} is right AND {A} is wrong  AT THE SAME TIME
TOWARM,11,or;possible;A;possible;not;A,possible;and;A;not;A,False,verify,modal,It is possible that  {A} is single OR it is possible that {A} is married,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
AVJNNF,11,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is alive OR it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
