task,choices,Task-ID
Left;pear;apple/Left;lemon;pear/Left;pear;orange/Left;orange;fig/,Left;lemon;apple/Left;apple;pear/Left;pear;orange/Left;orange;fig,11
Left;plum;lemon/Left;kiwi;plum/Left;plum;orange/Left;orange;cherry/,Left;kiwi;lemon/Left;lemon;plum/Left;plum;orange/Left;orange;cherry,11
Left;mango;lime/Left;cherry;mango/Left;mango;fig/Left;fig;orange/,Left;cherry;lime/Left;lime;mango/Left;mango;fig/Left;fig;orange,11
Left;orange;lime/Left;apricot;orange/Left;orange;cherry/Left;cherry;kiwi/,Left;apricot;lime/Left;lime;orange/Left;orange;cherry/Left;cherry;kiwi,11
Left;lemon;kiwi/Left;pear;lemon/Left;lemon;mango/Left;mango;cherry/,Left;pear;kiwi/Left;kiwi;lemon/Left;lemon;mango/Left;mango;cherry,11
Left;orange;lemon/Left;peach;orange/Left;orange;fig/Left;fig;apricot/,Left;peach;lemon/Left;lemon;orange/Left;orange;fig/Left;fig;apricot,11
Left;mango;apricot/Left;pear;mango/Left;mango;orange/Left;orange;lime/,Left;pear;apricot/Left;apricot;mango/Left;mango;orange/Left;orange;lime,11
Left;fig;apricot/Left;peach;fig/Left;fig;kiwi/Left;kiwi;lemon/,Left;peach;apricot/Left;apricot;fig/Left;fig;kiwi/Left;kiwi;lemon,11
Left;apricot;orange/Left;lime;apricot/Left;apricot;peach/Left;peach;mango/,Left;lime;orange/Left;orange;apricot/Left;apricot;peach/Left;peach;mango,11
Left;kiwi;mango/Left;lime;kiwi/Left;kiwi;apple/Left;apple;pear/,Left;lime;apple/Left;apple;mango/Left;mango;kiwi/Left;kiwi;pear,12
Left;cherry;apricot/Left;peach;cherry/Left;cherry;mango/Left;mango;kiwi/,Left;peach;mango/Left;mango;apricot/Left;apricot;cherry/Left;cherry;kiwi,12
Left;plum;fig/Left;kiwi;plum/Left;plum;lime/Left;lime;cherry/,Left;kiwi;lime/Left;lime;fig/Left;fig;plum/Left;plum;cherry,12
Left;peach;mango/Left;apricot;peach/Left;peach;orange/Left;orange;cherry/,Left;apricot;orange/Left;orange;mango/Left;mango;peach/Left;peach;cherry,12
Left;kiwi;cherry/Left;apple;kiwi/Left;kiwi;peach/Left;peach;mango/,Left;apple;peach/Left;peach;cherry/Left;cherry;kiwi/Left;kiwi;mango,12
Left;peach;cherry/Left;apricot;peach/Left;peach;fig/Left;fig;kiwi/,Left;apricot;fig/Left;fig;cherry/Left;cherry;peach/Left;peach;kiwi,12
Left;cherry;lime/Left;apple;cherry/Left;cherry;kiwi/Left;kiwi;peach/,Left;apple;kiwi/Left;kiwi;lime/Left;lime;cherry/Left;cherry;peach,12
Left;peach;lemon/Left;fig;peach/Left;peach;kiwi/Left;kiwi;apricot/,Left;fig;kiwi/Left;kiwi;lemon/Left;lemon;peach/Left;peach;apricot,12
Left;pear;kiwi/Left;apricot;pear/Left;pear;cherry/Left;cherry;lime/,Left;apricot;cherry/Left;cherry;kiwi/Left;kiwi;pear/Left;pear;lime,12
Left;lime;mango/Left;apricot;lime/Left;lime;plum/Left;plum;fig/,Left;apricot;plum/Left;plum;mango/Left;mango;lime/Left;lime;fig,12
Left;lemon;apricot/Left;peach;lemon/Left;lemon;mango/Left;mango;fig/,Left;peach;mango/Left;mango;apricot/Left;apricot;lemon/Left;lemon;fig,12
Left;mango;lemon/Left;cherry;mango/Left;mango;apricot/Left;apricot;kiwi/,Left;cherry;apricot/Left;apricot;lemon/Left;lemon;mango/Left;mango;kiwi,12
Left;lime;fig/Left;pear;lime/Left;lime;mango/Left;mango;orange/,Left;pear;mango/Left;mango;fig/Left;fig;lime/Left;lime;orange,12
Left;apricot;pear/Left;lime;apricot/Left;apricot;fig/Left;fig;kiwi/,Left;lime;fig/Left;fig;pear/Left;pear;apricot/Left;apricot;kiwi,12
Left;pear;fig/Left;kiwi;pear/Left;pear;lime/Left;lime;cherry/,Left;kiwi;lime/Left;lime;fig/Left;fig;pear/Left;pear;cherry,12
Left;plum;apricot/Left;lemon;plum/Left;plum;orange/Left;orange;kiwi/,Left;lemon;orange/Left;orange;apricot/Left;apricot;plum/Left;plum;kiwi,12
Left;plum;mango/Left;kiwi;plum/Left;plum;cherry/Left;cherry;lemon/,Left;kiwi;cherry/Left;cherry;mango/Left;mango;plum/Left;plum;lemon,12
Left;pear;lime/Left;cherry;pear/Left;pear;kiwi/Left;kiwi;orange/,Left;cherry;kiwi/Left;kiwi;lime/Left;lime;pear/Left;pear;orange,12
Left;peach;fig/Left;apricot;peach/Left;peach;lime/Left;lime;cherry/,Left;apricot;lime/Left;lime;fig/Left;fig;peach/Left;peach;cherry,12
Left;cherry;orange/Left;apple;cherry/Left;cherry;plum/Left;plum;fig/,Left;apple;plum/Left;plum;orange/Left;orange;cherry/Left;cherry;fig,12
Left;lime;apple/Left;peach;lime/Left;lime;cherry/Left;cherry;orange/,Left;peach;cherry/Left;cherry;apple/Left;apple;lime/Left;lime;orange,12
Left;lime;apricot/Left;fig;lime/Left;lime;pear/Left;pear;kiwi/,Left;fig;pear/Left;pear;apricot/Left;apricot;lime/Left;lime;kiwi,12
Left;apricot;kiwi/Left;pear;apricot/Left;apricot;lemon/Left;lemon;cherry/,Left;pear;lemon/Left;lemon;kiwi/Left;kiwi;apricot/Left;apricot;cherry,12
Left;kiwi;lemon/Left;apple;kiwi/Left;kiwi;mango/Left;mango;fig/,Left;apple;mango/Left;mango;lemon/Left;lemon;kiwi/Left;kiwi;fig,12
Left;lime;apple/Left;peach;lime/Left;lime;kiwi/Left;kiwi;fig/,Left;peach;kiwi/Left;kiwi;apple/Left;apple;lime/Left;lime;fig,12
Left;lime;plum/Left;fig;lime/Left;lime;apricot/Left;apricot;kiwi/,Left;fig;apricot/Left;apricot;plum/Left;plum;lime/Left;lime;kiwi,12
Left;apple;lime/Left;mango;apple/Left;apple;cherry/Left;cherry;peach/,Left;mango;cherry/Left;cherry;lime/Left;lime;apple/Left;apple;peach,12
Left;orange;fig/Left;cherry;orange/Left;orange;lemon/Left;lemon;pear/,Left;cherry;lemon/Left;lemon;fig/Left;fig;orange/Left;orange;pear,12
Left;apricot;mango/Left;lemon;apricot/Left;apricot;peach/Left;peach;cherry/,Left;lemon;peach/Left;peach;mango/Left;mango;apricot/Left;apricot;cherry,12
Left;cherry;plum/Left;lemon;cherry/Left;cherry;fig/Left;fig;apricot/,Left;lemon;fig/Left;fig;plum/Left;plum;cherry/Left;cherry;apricot,12
Left;kiwi;lemon/Left;orange;kiwi/Left;kiwi;pear/Left;pear;mango/,Left;orange;pear/Left;pear;lemon/Left;lemon;kiwi/Left;kiwi;mango,12
Left;apricot;kiwi/Left;cherry;apricot/Left;apricot;plum/Left;plum;lemon/,Left;cherry;plum/Left;plum;kiwi/Left;kiwi;apricot/Left;apricot;lemon,12
Left;fig;cherry/Left;peach;fig/Left;fig;apple/Left;apple;orange/,Left;peach;apple/Left;apple;cherry/Left;cherry;fig/Left;fig;orange,12
Left;pear;kiwi/Left;fig;pear/Left;pear;apple/Left;apple;orange/,Left;fig;apple/Left;apple;kiwi/Left;kiwi;pear/Left;pear;orange,12
West;pear tree;orange tree/West;orange tree;apricot tree/West;orange tree;mango tree/West;mango tree;cherry tree/,West;pear tree;orange tree/West;orange tree;apricot tree/West;apricot tree;mango tree/West;mango tree;cherry tree,13
West;plum tree;lemon tree/West;lemon tree;apricot tree/West;lemon tree;mango tree/West;mango tree;orange tree/,West;plum tree;lemon tree/West;lemon tree;apricot tree/West;apricot tree;mango tree/West;mango tree;orange tree,13
West;orange tree;fig tree/West;fig tree;cherry tree/West;fig tree;lime tree/West;lime tree;pear tree/,West;orange tree;fig tree/West;fig tree;cherry tree/West;cherry tree;lime tree/West;lime tree;pear tree,13
West;mango tree;fig tree/West;fig tree;peach tree/West;fig tree;orange tree/West;orange tree;cherry tree/,West;mango tree;fig tree/West;fig tree;peach tree/West;peach tree;orange tree/West;orange tree;cherry tree,13
West;orange tree;cherry tree/West;cherry tree;fig tree/West;cherry tree;apple tree/West;apple tree;pear tree/,West;orange tree;cherry tree/West;cherry tree;fig tree/West;fig tree;apple tree/West;apple tree;pear tree,13
West;kiwi tree;lemon tree/West;lemon tree;cherry tree/West;lemon tree;plum tree/West;plum tree;orange tree/,West;kiwi tree;lemon tree/West;lemon tree;cherry tree/West;cherry tree;plum tree/West;plum tree;orange tree,13
West;lemon tree;apricot tree/West;apricot tree;cherry tree/West;apricot tree;mango tree/West;mango tree;kiwi tree/,West;lemon tree;apricot tree/West;apricot tree;cherry tree/West;cherry tree;mango tree/West;mango tree;kiwi tree,13
West;plum tree;orange tree/West;orange tree;kiwi tree/West;orange tree;cherry tree/West;cherry tree;lime tree/,West;plum tree;orange tree/West;orange tree;kiwi tree/West;kiwi tree;cherry tree/West;cherry tree;lime tree,13
West;lemon tree;mango tree/West;mango tree;cherry tree/West;mango tree;plum tree/West;plum tree;kiwi tree/,West;lemon tree;mango tree/West;mango tree;cherry tree/West;cherry tree;plum tree/West;plum tree;kiwi tree,13
West;plum tree;fig tree/West;fig tree;lime tree/West;fig tree;cherry tree/West;cherry tree;apple tree/,West;plum tree;fig tree/West;fig tree;lime tree/West;lime tree;cherry tree/West;cherry tree;apple tree,13
West;apple tree;kiwi tree/West;kiwi tree;pear tree/West;kiwi tree;fig tree/West;fig tree;orange tree/,West;apple tree;kiwi tree/West;kiwi tree;pear tree/West;pear tree;fig tree/West;fig tree;orange tree,13
West;mango tree;lime tree/West;lime tree;peach tree/West;lime tree;orange tree/West;orange tree;apricot tree/,West;mango tree;lime tree/West;lime tree;peach tree/West;peach tree;orange tree/West;orange tree;apricot tree,13
West;cherry tree;pear tree/West;pear tree;kiwi tree/West;pear tree;fig tree/West;fig tree;mango tree/,West;cherry tree;pear tree/West;pear tree;kiwi tree/West;kiwi tree;fig tree/West;fig tree;mango tree,13
West;mango tree;kiwi tree/West;kiwi tree;apricot tree/West;kiwi tree;lime tree/West;lime tree;cherry tree/,West;mango tree;kiwi tree/West;kiwi tree;apricot tree/West;apricot tree;lime tree/West;lime tree;cherry tree,13
West;peach tree;kiwi tree/West;kiwi tree;lemon tree/West;kiwi tree;orange tree/West;orange tree;apple tree/,West;peach tree;kiwi tree/West;kiwi tree;lemon tree/West;lemon tree;orange tree/West;orange tree;apple tree,13
West;orange tree;apricot tree/West;apricot tree;kiwi tree/West;apricot tree;lime tree/West;lime tree;pear tree/,West;orange tree;apricot tree/West;apricot tree;kiwi tree/West;kiwi tree;lime tree/West;lime tree;pear tree,13
West;fig tree;apple tree/West;apple tree;pear tree/West;apple tree;lime tree/West;lime tree;mango tree/,West;fig tree;apple tree/West;apple tree;pear tree/West;pear tree;lime tree/West;lime tree;mango tree,13
West;pear tree;cherry tree/West;cherry tree;fig tree/West;cherry tree;lime tree/West;lime tree;kiwi tree/,West;pear tree;cherry tree/West;cherry tree;fig tree/West;fig tree;lime tree/West;lime tree;kiwi tree,13
West;peach tree;mango tree/West;mango tree;kiwi tree/West;mango tree;cherry tree/West;cherry tree;lime tree/,West;peach tree;mango tree/West;mango tree;kiwi tree/West;kiwi tree;cherry tree/West;cherry tree;lime tree,13
West;apricot tree;kiwi tree/West;kiwi tree;lemon tree/West;kiwi tree;cherry tree/West;cherry tree;plum tree/,West;apricot tree;kiwi tree/West;kiwi tree;lemon tree/West;lemon tree;cherry tree/West;cherry tree;plum tree,13
West;cherry tree;pear tree/West;pear tree;mango tree/West;pear tree;apple tree/West;apple tree;lime tree/,West;cherry tree;pear tree/West;pear tree;mango tree/West;mango tree;apple tree/West;apple tree;lime tree,13
West;peach tree;mango tree/West;mango tree;orange tree/West;mango tree;kiwi tree/West;kiwi tree;cherry tree/,West;peach tree;mango tree/West;mango tree;orange tree/West;orange tree;kiwi tree/West;kiwi tree;cherry tree,13
West;fig tree;pear tree/West;pear tree;mango tree/West;pear tree;kiwi tree/West;kiwi tree;lemon tree/,West;fig tree;pear tree/West;pear tree;mango tree/West;mango tree;kiwi tree/West;kiwi tree;lemon tree,13
West;fig tree;plum tree/West;plum tree;apple tree/West;plum tree;cherry tree/West;cherry tree;orange tree/,West;fig tree;plum tree/West;plum tree;apple tree/West;apple tree;cherry tree/West;cherry tree;orange tree,13
West;orange tree;mango tree/West;mango tree;apple tree/West;mango tree;pear tree/West;pear tree;lemon tree/,West;orange tree;mango tree/West;mango tree;apple tree/West;apple tree;pear tree/West;pear tree;lemon tree,13
West;orange tree;fig tree/West;fig tree;cherry tree/West;fig tree;lemon tree/West;lemon tree;kiwi tree/,West;orange tree;fig tree/West;fig tree;cherry tree/West;cherry tree;lemon tree/West;lemon tree;kiwi tree,13
West;kiwi tree;pear tree/West;pear tree;apricot tree/West;pear tree;orange tree/West;orange tree;lemon tree/,West;kiwi tree;pear tree/West;pear tree;apricot tree/West;apricot tree;orange tree/West;orange tree;lemon tree,13
West;peach tree;apple tree/West;apple tree;orange tree/West;apple tree;lemon tree/West;lemon tree;fig tree/,West;peach tree;apple tree/West;apple tree;orange tree/West;orange tree;lemon tree/West;lemon tree;fig tree,13
West;peach tree;apricot tree/West;apricot tree;orange tree/West;apricot tree;lime tree/West;lime tree;fig tree/,West;peach tree;apricot tree/West;apricot tree;orange tree/West;orange tree;lime tree/West;lime tree;fig tree,13
West;lemon tree;apricot tree/West;apricot tree;kiwi tree/West;apricot tree;fig tree/West;fig tree;plum tree/,West;lemon tree;apricot tree/West;apricot tree;kiwi tree/West;kiwi tree;fig tree/West;fig tree;plum tree,13
West;peach tree;mango tree/West;mango tree;lime tree/West;mango tree;orange tree/West;orange tree;fig tree/,West;peach tree;mango tree/West;mango tree;lime tree/West;lime tree;orange tree/West;orange tree;fig tree,13
West;lime tree;mango tree/West;mango tree;apple tree/West;mango tree;plum tree/West;plum tree;fig tree/,West;lime tree;mango tree/West;mango tree;apple tree/West;apple tree;plum tree/West;plum tree;fig tree,13
West;peach tree;lemon tree/West;lemon tree;apple tree/West;lemon tree;mango tree/West;mango tree;orange tree/,West;peach tree;lemon tree/West;lemon tree;apple tree/West;apple tree;mango tree/West;mango tree;orange tree,13
West;apple tree;pear tree/West;pear tree;lemon tree/West;pear tree;mango tree/West;mango tree;fig tree/,West;apple tree;pear tree/West;pear tree;lemon tree/West;lemon tree;mango tree/West;mango tree;fig tree,13
West;orange tree;plum tree/West;plum tree;mango tree/West;plum tree;lemon tree/West;lemon tree;kiwi tree/,West;orange tree;plum tree/West;plum tree;lemon tree/West;lemon tree;kiwi tree/West;kiwi tree;mango tree,14
West;plum tree;apricot tree/West;apricot tree;lime tree/West;apricot tree;fig tree/West;fig tree;kiwi tree/,West;plum tree;apricot tree/West;apricot tree;fig tree/West;fig tree;kiwi tree/West;kiwi tree;lime tree,14
West;lime tree;apricot tree/West;apricot tree;mango tree/West;apricot tree;fig tree/West;fig tree;orange tree/,West;lime tree;apricot tree/West;apricot tree;fig tree/West;fig tree;orange tree/West;orange tree;mango tree,14
West;plum tree;apple tree/West;apple tree;fig tree/West;apple tree;lemon tree/West;lemon tree;orange tree/,West;plum tree;apple tree/West;apple tree;lemon tree/West;lemon tree;orange tree/West;orange tree;fig tree,14
West;lime tree;pear tree/West;pear tree;apricot tree/West;pear tree;fig tree/West;fig tree;kiwi tree/,West;lime tree;pear tree/West;pear tree;fig tree/West;fig tree;kiwi tree/West;kiwi tree;apricot tree,14
West;apple tree;orange tree/West;orange tree;fig tree/West;orange tree;kiwi tree/West;kiwi tree;lemon tree/,West;apple tree;orange tree/West;orange tree;kiwi tree/West;kiwi tree;lemon tree/West;lemon tree;fig tree,14
West;fig tree;apricot tree/West;apricot tree;plum tree/West;apricot tree;lime tree/West;lime tree;mango tree/,West;fig tree;apricot tree/West;apricot tree;lime tree/West;lime tree;mango tree/West;mango tree;plum tree,14
West;lime tree;pear tree/West;pear tree;apricot tree/West;pear tree;fig tree/West;fig tree;mango tree/,West;lime tree;pear tree/West;pear tree;fig tree/West;fig tree;mango tree/West;mango tree;apricot tree,14
West;fig tree;apple tree/West;apple tree;peach tree/West;apple tree;cherry tree/West;cherry tree;lime tree/,West;fig tree;apple tree/West;apple tree;cherry tree/West;cherry tree;lime tree/West;lime tree;peach tree,14
West;lime tree;kiwi tree/West;kiwi tree;cherry tree/West;kiwi tree;pear tree/West;pear tree;apricot tree/,West;lime tree;kiwi tree/West;kiwi tree;pear tree/West;pear tree;apricot tree/West;apricot tree;cherry tree,14
West;fig tree;mango tree/West;mango tree;apricot tree/West;mango tree;lime tree/West;lime tree;plum tree/,West;fig tree;mango tree/West;mango tree;lime tree/West;lime tree;plum tree/West;plum tree;apricot tree,14
West;apple tree;pear tree/West;pear tree;lime tree/West;pear tree;fig tree/West;fig tree;kiwi tree/,West;apple tree;pear tree/West;pear tree;fig tree/West;fig tree;kiwi tree/West;kiwi tree;lime tree,14
West;pear tree;orange tree/West;orange tree;fig tree/West;orange tree;cherry tree/West;cherry tree;lime tree/,West;pear tree;orange tree/West;orange tree;cherry tree/West;cherry tree;lime tree/West;lime tree;fig tree,14
West;cherry tree;orange tree/West;orange tree;plum tree/West;orange tree;apple tree/West;apple tree;kiwi tree/,West;cherry tree;orange tree/West;orange tree;apple tree/West;apple tree;kiwi tree/West;kiwi tree;plum tree,14
West;mango tree;apple tree/West;apple tree;lemon tree/West;apple tree;plum tree/West;plum tree;kiwi tree/,West;mango tree;apple tree/West;apple tree;plum tree/West;plum tree;kiwi tree/West;kiwi tree;lemon tree,14
West;apricot tree;mango tree/West;mango tree;cherry tree/West;mango tree;lime tree/West;lime tree;orange tree/,West;apricot tree;mango tree/West;mango tree;lime tree/West;lime tree;orange tree/West;orange tree;cherry tree,14
West;mango tree;orange tree/West;orange tree;plum tree/West;orange tree;lime tree/West;lime tree;apple tree/,West;mango tree;orange tree/West;orange tree;lime tree/West;lime tree;apple tree/West;apple tree;plum tree,14
West;lemon tree;plum tree/West;plum tree;orange tree/West;plum tree;fig tree/West;fig tree;kiwi tree/,West;lemon tree;plum tree/West;plum tree;fig tree/West;fig tree;kiwi tree/West;kiwi tree;orange tree,14
West;pear tree;apple tree/West;apple tree;kiwi tree/West;apple tree;lemon tree/West;lemon tree;fig tree/,West;pear tree;apple tree/West;apple tree;lemon tree/West;lemon tree;fig tree/West;fig tree;kiwi tree,14
West;cherry tree;orange tree/West;orange tree;lime tree/West;orange tree;pear tree/West;pear tree;fig tree/,West;cherry tree;orange tree/West;orange tree;pear tree/West;pear tree;fig tree/West;fig tree;lime tree,14
West;mango tree;orange tree/West;orange tree;peach tree/West;orange tree;fig tree/West;fig tree;apple tree/,West;mango tree;orange tree/West;orange tree;fig tree/West;fig tree;apple tree/West;apple tree;peach tree,14
West;lime tree;apple tree/West;apple tree;orange tree/West;apple tree;mango tree/West;mango tree;fig tree/,West;lime tree;apple tree/West;apple tree;mango tree/West;mango tree;fig tree/West;fig tree;orange tree,14
West;mango tree;pear tree/West;pear tree;fig tree/West;pear tree;lemon tree/West;lemon tree;orange tree/,West;mango tree;pear tree/West;pear tree;lemon tree/West;lemon tree;orange tree/West;orange tree;fig tree,14
West;orange tree;apple tree/West;apple tree;fig tree/West;apple tree;lemon tree/West;lemon tree;kiwi tree/,West;orange tree;apple tree/West;apple tree;lemon tree/West;lemon tree;kiwi tree/West;kiwi tree;fig tree,14
West;cherry tree;kiwi tree/West;kiwi tree;mango tree/West;kiwi tree;apple tree/West;apple tree;orange tree/,West;cherry tree;kiwi tree/West;kiwi tree;apple tree/West;apple tree;orange tree/West;orange tree;mango tree,14
West;cherry tree;peach tree/West;peach tree;apple tree/West;peach tree;mango tree/West;mango tree;orange tree/,West;cherry tree;peach tree/West;peach tree;mango tree/West;mango tree;orange tree/West;orange tree;apple tree,14
West;lemon tree;orange tree/West;orange tree;pear tree/West;orange tree;kiwi tree/West;kiwi tree;apricot tree/,West;lemon tree;orange tree/West;orange tree;kiwi tree/West;kiwi tree;apricot tree/West;apricot tree;pear tree,14
West;pear tree;kiwi tree/West;kiwi tree;cherry tree/West;kiwi tree;fig tree/West;fig tree;lemon tree/,West;pear tree;kiwi tree/West;kiwi tree;fig tree/West;fig tree;lemon tree/West;lemon tree;cherry tree,14
West;mango tree;fig tree/West;fig tree;lime tree/West;fig tree;cherry tree/West;cherry tree;orange tree/,West;mango tree;fig tree/West;fig tree;cherry tree/West;cherry tree;orange tree/West;orange tree;lime tree,14
West;cherry tree;apricot tree/West;apricot tree;fig tree/West;apricot tree;plum tree/West;plum tree;kiwi tree/,West;cherry tree;apricot tree/West;apricot tree;plum tree/West;plum tree;kiwi tree/West;kiwi tree;fig tree,14
West;kiwi tree;cherry tree/West;cherry tree;lime tree/West;cherry tree;mango tree/West;mango tree;peach tree/,West;kiwi tree;cherry tree/West;cherry tree;mango tree/West;mango tree;peach tree/West;peach tree;lime tree,14
West;orange tree;mango tree/West;mango tree;lemon tree/West;mango tree;peach tree/West;peach tree;apricot tree/,West;orange tree;mango tree/West;mango tree;peach tree/West;peach tree;apricot tree/West;apricot tree;lemon tree,14
West;lime tree;orange tree/West;orange tree;apple tree/West;orange tree;mango tree/West;mango tree;plum tree/,West;lime tree;orange tree/West;orange tree;mango tree/West;mango tree;plum tree/West;plum tree;apple tree,14
West;peach tree;cherry tree/West;cherry tree;apricot tree/West;cherry tree;kiwi tree/West;kiwi tree;orange tree/,West;peach tree;cherry tree/West;cherry tree;kiwi tree/West;kiwi tree;orange tree/West;orange tree;apricot tree,14
West;fig tree;lemon tree/West;lemon tree;kiwi tree/West;lemon tree;apricot tree/West;apricot tree;plum tree/,West;fig tree;lemon tree/West;lemon tree;apricot tree/West;apricot tree;kiwi tree/West;kiwi tree;plum tree,15
West;peach tree;lemon tree/West;lemon tree;fig tree/West;lemon tree;cherry tree/West;cherry tree;kiwi tree/,West;peach tree;lemon tree/West;lemon tree;cherry tree/West;cherry tree;fig tree/West;fig tree;kiwi tree,15
West;fig tree;cherry tree/West;cherry tree;orange tree/West;cherry tree;plum tree/West;plum tree;apricot tree/,West;fig tree;cherry tree/West;cherry tree;plum tree/West;plum tree;orange tree/West;orange tree;apricot tree,15
West;peach tree;lemon tree/West;lemon tree;kiwi tree/West;lemon tree;apple tree/West;apple tree;orange tree/,West;peach tree;lemon tree/West;lemon tree;apple tree/West;apple tree;kiwi tree/West;kiwi tree;orange tree,15
West;peach tree;apricot tree/West;apricot tree;lemon tree/West;apricot tree;orange tree/West;orange tree;fig tree/,West;peach tree;apricot tree/West;apricot tree;orange tree/West;orange tree;lemon tree/West;lemon tree;fig tree,15
West;kiwi tree;apple tree/West;apple tree;peach tree/West;apple tree;cherry tree/West;cherry tree;lemon tree/,West;kiwi tree;apple tree/West;apple tree;cherry tree/West;cherry tree;peach tree/West;peach tree;lemon tree,15
West;mango tree;lime tree/West;lime tree;apricot tree/West;lime tree;plum tree/West;plum tree;fig tree/,West;mango tree;lime tree/West;lime tree;plum tree/West;plum tree;apricot tree/West;apricot tree;fig tree,15
West;cherry tree;pear tree/West;pear tree;apple tree/West;pear tree;lemon tree/West;lemon tree;kiwi tree/,West;cherry tree;pear tree/West;pear tree;lemon tree/West;lemon tree;apple tree/West;apple tree;kiwi tree,15
West;lemon tree;plum tree/West;plum tree;apricot tree/West;plum tree;fig tree/West;fig tree;mango tree/,West;lemon tree;plum tree/West;plum tree;fig tree/West;fig tree;apricot tree/West;apricot tree;mango tree,15
West;cherry tree;fig tree/West;fig tree;pear tree/West;fig tree;apricot tree/West;apricot tree;kiwi tree/,West;cherry tree;fig tree/West;fig tree;apricot tree/West;apricot tree;pear tree/West;pear tree;kiwi tree,15
West;apple tree;orange tree/West;orange tree;mango tree/West;orange tree;plum tree/West;plum tree;kiwi tree/,West;apple tree;orange tree/West;orange tree;plum tree/West;plum tree;mango tree/West;mango tree;kiwi tree,15
West;plum tree;cherry tree/West;cherry tree;fig tree/West;cherry tree;mango tree/West;mango tree;lemon tree/,West;plum tree;cherry tree/West;cherry tree;mango tree/West;mango tree;fig tree/West;fig tree;lemon tree,15
West;plum tree;mango tree/West;mango tree;cherry tree/West;mango tree;orange tree/West;orange tree;apricot tree/,West;plum tree;mango tree/West;mango tree;orange tree/West;orange tree;cherry tree/West;cherry tree;apricot tree,15
West;apricot tree;kiwi tree/West;kiwi tree;plum tree/West;kiwi tree;lime tree/West;lime tree;cherry tree/,West;apricot tree;kiwi tree/West;kiwi tree;lime tree/West;lime tree;plum tree/West;plum tree;cherry tree,15
West;orange tree;kiwi tree/West;kiwi tree;lime tree/West;kiwi tree;fig tree/West;fig tree;plum tree/,West;orange tree;kiwi tree/West;kiwi tree;fig tree/West;fig tree;lime tree/West;lime tree;plum tree,15
West;kiwi tree;pear tree/West;pear tree;lime tree/West;pear tree;apple tree/West;apple tree;orange tree/,West;kiwi tree;pear tree/West;pear tree;apple tree/West;apple tree;lime tree/West;lime tree;orange tree,15
West;kiwi tree;lemon tree/West;lemon tree;apricot tree/West;lemon tree;plum tree/West;plum tree;mango tree/,West;kiwi tree;lemon tree/West;lemon tree;plum tree/West;plum tree;apricot tree/West;apricot tree;mango tree,15
West;plum tree;mango tree/West;mango tree;apple tree/West;mango tree;lime tree/West;lime tree;cherry tree/,West;plum tree;mango tree/West;mango tree;lime tree/West;lime tree;apple tree/West;apple tree;cherry tree,15
West;cherry tree;apricot tree/West;apricot tree;lemon tree/West;apricot tree;plum tree/West;plum tree;kiwi tree/,West;cherry tree;apricot tree/West;apricot tree;plum tree/West;plum tree;lemon tree/West;lemon tree;kiwi tree,15
West;kiwi tree;orange tree/West;orange tree;pear tree/West;orange tree;lemon tree/West;lemon tree;fig tree/,West;kiwi tree;orange tree/West;orange tree;lemon tree/West;lemon tree;pear tree/West;pear tree;fig tree,15
West;apple tree;lime tree/West;lime tree;orange tree/West;lime tree;plum tree/West;plum tree;mango tree/,West;apple tree;lime tree/West;lime tree;plum tree/West;plum tree;orange tree/West;orange tree;mango tree,15
West;fig tree;apricot tree/West;apricot tree;plum tree/West;apricot tree;cherry tree/West;cherry tree;lime tree/,West;fig tree;apricot tree/West;apricot tree;cherry tree/West;cherry tree;plum tree/West;plum tree;lime tree,15
West;lemon tree;fig tree/West;fig tree;peach tree/West;fig tree;kiwi tree/West;kiwi tree;orange tree/,West;lemon tree;fig tree/West;fig tree;kiwi tree/West;kiwi tree;peach tree/West;peach tree;orange tree,15
West;apricot tree;mango tree/West;mango tree;cherry tree/West;mango tree;fig tree/West;fig tree;kiwi tree/,West;apricot tree;mango tree/West;mango tree;fig tree/West;fig tree;cherry tree/West;cherry tree;kiwi tree,15
West;apricot tree;lemon tree/West;lemon tree;plum tree/West;lemon tree;mango tree/West;mango tree;fig tree/,West;apricot tree;lemon tree/West;lemon tree;mango tree/West;mango tree;plum tree/West;plum tree;fig tree,15
West;plum tree;apple tree/West;apple tree;cherry tree/West;apple tree;lemon tree/West;lemon tree;fig tree/,West;plum tree;apple tree/West;apple tree;lemon tree/West;lemon tree;cherry tree/West;cherry tree;fig tree,15
West;fig tree;mango tree/West;mango tree;peach tree/West;mango tree;kiwi tree/West;kiwi tree;apple tree/,West;fig tree;mango tree/West;mango tree;kiwi tree/West;kiwi tree;peach tree/West;peach tree;apple tree,15
West;plum tree;orange tree/West;orange tree;apricot tree/West;orange tree;mango tree/West;mango tree;fig tree/,West;plum tree;orange tree/West;orange tree;mango tree/West;mango tree;apricot tree/West;apricot tree;fig tree,15
West;orange tree;plum tree/West;plum tree;cherry tree/West;plum tree;kiwi tree/West;kiwi tree;apricot tree/,West;orange tree;plum tree/West;plum tree;kiwi tree/West;kiwi tree;cherry tree/West;cherry tree;apricot tree,15
