id,sequence,domain,task,response_type,choices,response,truth,type_of_syllogism,response_time,ldt_rw,ldt_uw,rt_avg
26,8,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,True,True,match-valid,3503,642.5,799.0,12958.87
26,13,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,False,False,mismatch-invalid,12791,636.5,666.83,12958.87
26,7,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,True,True,mismatch-valid,32214,817.0,753.33,12958.87
26,12,syllogistic,All;cream;object with lots of odour/No;object with lots of odour;metallic object,verify,Some not;metallic object;cream,False,True,mismatch-valid,14138,872.67,872.6,12958.87
26,10,syllogistic,All;pilot;driver/No;autism;pilot,verify,Some not;driver;autism,False,True,mismatch-valid,23672,849.83,762.83,12958.87
26,5,syllogistic,All;sailing champion;swimm well/No;swimm well;paralytic,verify,Some not;paralytic;sailing champion,False,True,mismatch-valid,14081,820.67,686.0,12958.87
26,9,syllogistic,No;object with wheal;boat/All;vehicle;object with wheal,verify,Some not;vehicle;boat,False,False,mismatch-invalid,41237,654.83,645.83,12958.87
26,16,syllogistic,All;men;Y gene/No;Y gene;ova,verify,Some not;men;ova,False,False,mismatch-invalid,4140,589.5,747.0,12958.87
27,9,syllogistic,All;flower;water/No;computer;flower,verify,No;computer;water,True,False,match-invalid,3370,657.67,554.33,8284.13
27,6,syllogistic,No;elephant;car/All;car;petrol,verify,No;elephant;petrol,True,False,match-invalid,4758,642.5,910.83,8284.13
27,3,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,True,False,match-invalid,3106,598.5,680.17,8284.13
27,11,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,True,False,match-invalid,7940,655.83,557.5,8284.13
27,4,syllogistic,All;Finland;country in the north/No;country in the north;hot,verify,No;Finland;hot,True,True,match-valid,6583,684.17,902.67,8284.13
27,7,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,2672,557.67,640.17,8284.13
27,17,syllogistic,All;ant;insect/No;insect;backbone,verify,No;ant;backbone,True,True,match-valid,4092,737.33,929.0,8284.13
27,14,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,True,True,match-valid,7986,577.5,922.5,8284.13
27,12,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,True,False,mismatch-invalid,26677,599.83,517.67,8284.13
27,13,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,True,True,mismatch-valid,5712,627.0,671.33,8284.13
27,8,syllogistic,All;cream;object with lots of odour/No;object with lots of odour;metallic object,verify,Some not;metallic object;cream,True,True,mismatch-valid,3378,687.6,1016.33,8284.13
27,15,syllogistic,All;pilot;driver/No;autism;pilot,verify,Some not;driver;autism,True,True,mismatch-valid,2698,824.2,715.17,8284.13
27,10,syllogistic,All;sailing champion;swimm well/No;swimm well;paralytic,verify,Some not;paralytic;sailing champion,True,True,mismatch-valid,13761,652.0,670.17,8284.13
27,18,syllogistic,No;object with wheal;boat/All;vehicle;object with wheal,verify,Some not;vehicle;boat,True,False,mismatch-invalid,15352,652.67,815.0,8284.13
27,16,syllogistic,All;men;Y gene/No;Y gene;ova,verify,Some not;men;ova,False,False,mismatch-invalid,16177,801.83,804.33,8284.13
28,10,syllogistic,All;flower;water/No;computer;flower,verify,No;computer;water,True,False,match-invalid,1007,691.5,755.67,4098.33
28,6,syllogistic,No;elephant;car/All;car;petrol,verify,No;elephant;petrol,True,False,match-invalid,2005,590.4,773.0,4098.33
28,11,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,True,False,match-invalid,1028,727.17,801.33,4098.33
28,7,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,True,False,match-invalid,1206,663.67,717.33,4098.33
28,3,syllogistic,All;Finland;country in the north/No;country in the north;hot,verify,No;Finland;hot,True,True,match-valid,4803,769.33,886.17,4098.33
28,5,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,5517,544.67,670.2,4098.33
28,16,syllogistic,All;ant;insect/No;insect;backbone,verify,No;ant;backbone,True,True,match-valid,1852,670.5,772.2,4098.33
28,18,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,True,True,match-valid,912,889.4,772.33,4098.33
28,4,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,False,False,mismatch-invalid,4601,751.83,635.5,4098.33
28,15,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,True,True,mismatch-valid,9740,714.5,603.2,4098.33
28,17,syllogistic,All;cream;object with lots of odour/No;object with lots of odour;metallic object,verify,Some not;metallic object;cream,False,True,mismatch-valid,6813,948.17,605.83,4098.33
28,8,syllogistic,All;pilot;driver/No;autism;pilot,verify,Some not;driver;autism,False,True,mismatch-valid,3868,660.0,788.0,4098.33
28,14,syllogistic,All;sailing champion;swimm well/No;swimm well;paralytic,verify,Some not;paralytic;sailing champion,False,True,mismatch-valid,6909,687.0,632.17,4098.33
28,12,syllogistic,No;object with wheal;boat/All;vehicle;object with wheal,verify,Some not;vehicle;boat,False,False,mismatch-invalid,2300,738.0,689.6,4098.33
28,13,syllogistic,All;men;Y gene/No;Y gene;ova,verify,Some not;men;ova,False,False,mismatch-invalid,8914,553.5,676.67,4098.33
29,18,syllogistic,All;flower;water/No;computer;flower,verify,No;computer;water,True,False,match-invalid,1244,481.33,464.0,7999.27
29,8,syllogistic,No;elephant;car/All;car;petrol,verify,No;elephant;petrol,True,False,match-invalid,7315,677.0,692.67,7999.27
29,7,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,True,False,match-invalid,4141,589.0,531.67,7999.27
29,17,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,True,False,match-invalid,1463,479.83,546.67,7999.27
29,11,syllogistic,All;Finland;country in the north/No;country in the north;hot,verify,No;Finland;hot,True,True,match-valid,2929,551.83,621.67,7999.27
29,15,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,3526,579.6,629.2,7999.27
29,6,syllogistic,All;ant;insect/No;insect;backbone,verify,No;ant;backbone,True,True,match-valid,4917,556.83,553.67,7999.27
29,9,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,True,True,match-valid,10615,606.0,481.83,7999.27
29,10,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,False,False,mismatch-invalid,3029,614.17,532.17,7999.27
29,5,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,True,True,mismatch-valid,17268,511.33,527.5,7999.27
29,14,syllogistic,All;cream;object with lots of odour/No;object with lots of odour;metallic object,verify,Some not;metallic object;cream,False,True,mismatch-valid,6911,658.17,554.2,7999.27
29,12,syllogistic,All;pilot;driver/No;autism;pilot,verify,Some not;driver;autism,True,True,mismatch-valid,18113,531.0,507.0,7999.27
29,13,syllogistic,All;sailing champion;swimm well/No;swimm well;paralytic,verify,Some not;paralytic;sailing champion,False,True,mismatch-valid,20337,590.5,578.67,7999.27
29,4,syllogistic,No;object with wheal;boat/All;vehicle;object with wheal,verify,Some not;vehicle;boat,False,False,mismatch-invalid,14362,567.33,582.0,7999.27
29,3,syllogistic,All;men;Y gene/No;Y gene;ova,verify,Some not;men;ova,False,False,mismatch-invalid,3819,595.33,601.6,7999.27
30,12,syllogistic,All;flower;water/No;computer;flower,verify,No;computer;water,False,False,match-invalid,4375,926.33,1034.33,4193.0
30,16,syllogistic,No;elephant;car/All;car;petrol,verify,No;elephant;petrol,False,False,match-invalid,2652,1088.5,1124.17,4193.0
30,5,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,True,False,match-invalid,3208,944.67,908.0,4193.0
30,9,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,False,False,match-invalid,8728,906.83,928.83,4193.0
30,10,syllogistic,All;Finland;country in the north/No;country in the north;hot,verify,No;Finland;hot,True,True,match-valid,3324,959.83,1038.0,4193.0
30,6,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,5185,890.6,869.2,4193.0
30,4,syllogistic,All;ant;insect/No;insect;backbone,verify,No;ant;backbone,True,True,match-valid,2826,1188.33,1201.0,4193.0
30,8,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,True,True,match-valid,3707,769.5,1053.0,4193.0
30,7,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,False,False,mismatch-invalid,7925,875.83,797.33,4193.0
30,3,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,True,True,mismatch-valid,4717,790.2,895.6,4193.0
30,14,syllogistic,All;cream;object with lots of odour/No;object with lots of odour;metallic object,verify,Some not;metallic object;cream,False,True,mismatch-valid,4494,806.33,909.0,4193.0
30,18,syllogistic,All;pilot;driver/No;autism;pilot,verify,Some not;driver;autism,False,True,mismatch-valid,2723,891.4,1255.0,4193.0
30,17,syllogistic,All;sailing champion;swimm well/No;swimm well;paralytic,verify,Some not;paralytic;sailing champion,False,True,mismatch-valid,4192,995.4,917.0,4193.0
30,13,syllogistic,No;object with wheal;boat/All;vehicle;object with wheal,verify,Some not;vehicle;boat,False,False,mismatch-invalid,1997,1040.83,823.0,4193.0
30,11,syllogistic,All;men;Y gene/No;Y gene;ova,verify,Some not;men;ova,False,False,mismatch-invalid,2842,806.67,1144.8,4193.0
31,12,syllogistic,All;flower;water/No;computer;flower,verify,No;computer;water,True,False,match-invalid,2167,477.0,705.17,11259.93
31,3,syllogistic,No;elephant;car/All;car;petrol,verify,No;elephant;petrol,True,False,match-invalid,2134,616.2,760.8,11259.93
31,14,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,True,False,match-invalid,7830,605.5,562.67,11259.93
31,6,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,True,False,match-invalid,9329,563.33,645.83,11259.93
31,9,syllogistic,All;Finland;country in the north/No;country in the north;hot,verify,No;Finland;hot,True,True,match-valid,4555,490.5,625.67,11259.93
31,15,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,5084,541.5,716.67,11259.93
31,17,syllogistic,All;ant;insect/No;insect;backbone,verify,No;ant;backbone,True,True,match-valid,3714,599.0,673.6,11259.93
31,10,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,True,True,match-valid,3039,712.0,546.0,11259.93
31,13,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,False,False,mismatch-invalid,17853,526.33,502.17,11259.93
31,11,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,True,True,mismatch-valid,15204,678.8,609.0,11259.93
31,16,syllogistic,All;cream;object with lots of odour/No;object with lots of odour;metallic object,verify,Some not;metallic object;cream,False,True,mismatch-valid,36077,634.0,614.5,11259.93
31,18,syllogistic,All;pilot;driver/No;autism;pilot,verify,Some not;driver;autism,True,True,mismatch-valid,14388,537.2,609.67,11259.93
31,4,syllogistic,All;sailing champion;swimm well/No;swimm well;paralytic,verify,Some not;paralytic;sailing champion,False,True,mismatch-valid,27760,785.17,724.33,11259.93
31,7,syllogistic,No;object with wheal;boat/All;vehicle;object with wheal,verify,Some not;vehicle;boat,False,False,mismatch-invalid,15550,570.67,574.17,11259.93
31,8,syllogistic,All;men;Y gene/No;Y gene;ova,verify,Some not;men;ova,False,False,mismatch-invalid,4215,442.67,526.0,11259.93
32,7,syllogistic,All;flower;water/No;computer;flower,verify,No;computer;water,True,False,match-invalid,5129,769.17,841.5,5749.53
32,10,syllogistic,No;elephant;car/All;car;petrol,verify,No;elephant;petrol,True,False,match-invalid,2380,671.83,759.17,5749.53
32,11,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,True,False,match-invalid,6476,753.83,803.17,5749.53
32,15,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,True,False,match-invalid,4178,690.33,770.5,5749.53
32,12,syllogistic,All;Finland;country in the north/No;country in the north;hot,verify,No;Finland;hot,True,True,match-valid,1536,666.17,789.5,5749.53
32,9,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,3140,891.33,712.0,5749.53
32,3,syllogistic,All;ant;insect/No;insect;backbone,verify,No;ant;backbone,True,True,match-valid,2971,805.0,928.17,5749.53
32,5,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,True,True,match-valid,4483,838.0,833.4,5749.53
32,17,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,False,False,mismatch-invalid,2821,807.83,757.4,5749.53
32,8,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,False,True,mismatch-valid,13153,809.33,843.33,5749.53
32,13,syllogistic,All;cream;object with lots of odour/No;object with lots of odour;metallic object,verify,Some not;metallic object;cream,False,True,mismatch-valid,10520,654.17,558.2,5749.53
32,18,syllogistic,All;pilot;driver/No;autism;pilot,verify,Some not;driver;autism,False,True,mismatch-valid,7351,829.33,715.6,5749.53
32,4,syllogistic,All;sailing champion;swimm well/No;swimm well;paralytic,verify,Some not;paralytic;sailing champion,False,True,mismatch-valid,9984,855.4,668.33,5749.53
32,16,syllogistic,No;object with wheal;boat/All;vehicle;object with wheal,verify,Some not;vehicle;boat,True,False,mismatch-invalid,2899,750.0,811.6,5749.53
32,6,syllogistic,All;men;Y gene/No;Y gene;ova,verify,Some not;men;ova,False,False,mismatch-invalid,9222,821.67,789.17,5749.53
33,15,syllogistic,All;flower;water/No;computer;flower,verify,No;computer;water,True,False,match-invalid,1385,539.5,629.5,5994.8
33,18,syllogistic,No;elephant;car/All;car;petrol,verify,No;elephant;petrol,True,False,match-invalid,1136,550.83,637.25,5994.8
33,12,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,True,False,match-invalid,1213,821.17,646.5,5994.8
33,10,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,True,False,match-invalid,1638,651.83,647.0,5994.8
33,11,syllogistic,All;Finland;country in the north/No;country in the north;hot,verify,No;Finland;hot,True,True,match-valid,1712,640.83,652.33,5994.8
33,7,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,4732,590.83,651.0,5994.8
33,5,syllogistic,All;ant;insect/No;insect;backbone,verify,No;ant;backbone,True,True,match-valid,2956,681.0,697.8,5994.8
33,17,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,True,True,match-valid,1408,554.67,763.6,5994.8
33,16,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,False,False,mismatch-invalid,7111,582.67,577.83,5994.8
33,3,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,True,True,mismatch-valid,15002,688.0,745.8,5994.8
33,6,syllogistic,All;cream;object with lots of odour/No;object with lots of odour;metallic object,verify,Some not;metallic object;cream,False,True,mismatch-valid,7148,699.0,618.2,5994.8
33,8,syllogistic,All;pilot;driver/No;autism;pilot,verify,Some not;driver;autism,False,True,mismatch-valid,12013,644.0,616.83,5994.8
33,13,syllogistic,All;sailing champion;swimm well/No;swimm well;paralytic,verify,Some not;paralytic;sailing champion,False,True,mismatch-valid,2394,581.83,675.83,5994.8
33,9,syllogistic,No;object with wheal;boat/All;vehicle;object with wheal,verify,Some not;vehicle;boat,False,False,mismatch-invalid,3629,659.83,596.17,5994.8
33,4,syllogistic,All;men;Y gene/No;Y gene;ova,verify,Some not;men;ova,False,False,mismatch-invalid,26445,602.83,797.17,5994.8
34,23,syllogistic,All;flower;water/No;computer;flower,verify,No;computer;water,True,False,match-invalid,10834,751.5,708.34,10240.07
34,15,syllogistic,No;elephant;car/All;car;petrol,verify,No;elephant;petrol,True,False,match-invalid,2808,708.17,580.4,10240.07
34,6,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,False,False,match-invalid,7016,723.17,723.0,10240.07
34,8,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,True,False,match-invalid,4104,752.83,578.0,10240.07
34,16,syllogistic,All;Finland;country in the north/No;country in the north;hot,verify,No;Finland;hot,False,True,match-valid,4971,628.33,701.33,10240.07
34,5,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,6826,713.5,624.83,10240.07
34,12,syllogistic,All;ant;insect/No;insect;backbone,verify,No;ant;backbone,True,True,match-valid,11587,726.17,781.4,10240.07
34,13,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,True,True,match-valid,15818,700.33,642.67,10240.07
34,10,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,False,False,mismatch-invalid,8908,608.67,710.0,10240.07
34,18,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,True,True,mismatch-valid,12377,602.2,795.17,10240.07
34,3,syllogistic,All;cream;object with lots of odour/No;object with lots of odour;metallic object,verify,Some not;metallic object;cream,True,True,mismatch-valid,12686,722.33,670.8,10240.07
34,14,syllogistic,All;pilot;driver/No;autism;pilot,verify,Some not;driver;autism,False,True,mismatch-valid,10984,593.83,609.67,10240.07
34,11,syllogistic,All;sailing champion;swimm well/No;swimm well;paralytic,verify,Some not;paralytic;sailing champion,False,True,mismatch-valid,33332,715.83,682.0,10240.07
34,17,syllogistic,No;object with wheal;boat/All;vehicle;object with wheal,verify,Some not;vehicle;boat,True,False,mismatch-invalid,5237,586.33,667.0,10240.07
34,9,syllogistic,All;men;Y gene/No;Y gene;ova,verify,Some not;men;ova,False,False,mismatch-invalid,6707,527.6,668.0,10240.07
35,4,syllogistic,All;flower;water/No;computer;flower,verify,No;computer;water,True,False,match-invalid,1678,464.5,635.67,7490.8
35,10,syllogistic,No;elephant;car/All;car;petrol,verify,No;elephant;petrol,True,False,match-invalid,5050,533.0,593.17,7490.8
35,18,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,True,False,match-invalid,2191,516.33,527.33,7490.8
35,3,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,True,False,match-invalid,7694,629.0,549.8,7490.8
35,13,syllogistic,All;Finland;country in the north/No;country in the north;hot,verify,No;Finland;hot,True,True,match-valid,5181,493.67,575.0,7490.8
35,17,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,1618,549.17,568.0,7490.8
35,15,syllogistic,All;ant;insect/No;insect;backbone,verify,No;ant;backbone,True,True,match-valid,9168,559.83,500.0,7490.8
35,7,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,True,True,match-valid,5424,593.5,581.5,7490.8
35,8,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,False,False,mismatch-invalid,18700,605.5,522.5,7490.8
35,16,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,True,True,mismatch-valid,8222,481.67,543.6,7490.8
35,6,syllogistic,All;cream;object with lots of odour/No;object with lots of odour;metallic object,verify,Some not;metallic object;cream,False,True,mismatch-valid,8427,540.5,490.67,7490.8
35,14,syllogistic,All;pilot;driver/No;autism;pilot,verify,Some not;driver;autism,True,True,mismatch-valid,8611,542.2,536.67,7490.8
35,12,syllogistic,All;sailing champion;swimm well/No;swimm well;paralytic,verify,Some not;paralytic;sailing champion,False,True,mismatch-valid,14456,495.17,510.2,7490.8
35,11,syllogistic,No;object with wheal;boat/All;vehicle;object with wheal,verify,Some not;vehicle;boat,True,False,mismatch-invalid,13990,454.83,458.4,7490.8
35,9,syllogistic,All;men;Y gene/No;Y gene;ova,verify,Some not;men;ova,False,False,mismatch-invalid,1952,601.5,584.83,7490.8
36,10,syllogistic,All;flower;water/No;computer;flower,verify,No;computer;water,True,False,match-invalid,16686,568.0,598.17,10780.07
36,15,syllogistic,No;elephant;car/All;car;petrol,verify,No;elephant;petrol,True,False,match-invalid,8978,674.5,886.33,10780.07
36,4,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,True,False,match-invalid,3750,777.8,707.67,10780.07
36,8,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,True,False,match-invalid,15100,707.83,677.83,10780.07
36,6,syllogistic,All;Finland;country in the north/No;country in the north;hot,verify,No;Finland;hot,True,True,match-valid,7351,580.17,860.33,10780.07
36,18,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,2287,670.33,753.33,10780.07
36,7,syllogistic,All;ant;insect/No;insect;backbone,verify,No;ant;backbone,True,True,match-valid,22158,618.0,661.83,10780.07
36,16,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,True,True,match-valid,6398,570.33,739.17,10780.07
36,5,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,False,False,mismatch-invalid,10929,630.0,610.17,10780.07
36,13,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,False,True,mismatch-valid,11468,727.33,729.83,10780.07
36,11,syllogistic,All;cream;object with lots of odour/No;object with lots of odour;metallic object,verify,Some not;metallic object;cream,False,True,mismatch-valid,8357,747.8,684.5,10780.07
36,17,syllogistic,All;pilot;driver/No;autism;pilot,verify,Some not;driver;autism,False,True,mismatch-valid,9271,662.5,623.17,10780.07
36,12,syllogistic,All;sailing champion;swimm well/No;swimm well;paralytic,verify,Some not;paralytic;sailing champion,True,True,mismatch-valid,8214,640.5,719.0,10780.07
36,3,syllogistic,No;object with wheal;boat/All;vehicle;object with wheal,verify,Some not;vehicle;boat,True,False,mismatch-invalid,14610,727.17,596.0,10780.07
36,14,syllogistic,All;men;Y gene/No;Y gene;ova,verify,Some not;men;ova,True,False,mismatch-invalid,16144,708.33,725.17,10780.07
37,4,syllogistic,All;flower;water/No;computer;flower,verify,No;computer;water,True,False,match-invalid,3572,829.33,799.8,5954.87
37,14,syllogistic,No;elephant;car/All;car;petrol,verify,No;elephant;petrol,True,False,match-invalid,2411,663.5,679.8,5954.87
37,5,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,True,False,match-invalid,6873,760.33,727.83,5954.87
37,18,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,True,False,match-invalid,3958,678.67,819.17,5954.87
37,15,syllogistic,All;Finland;country in the north/No;country in the north;hot,verify,No;Finland;hot,True,True,match-valid,4496,757.0,878.8,5954.87
37,7,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,1816,564.8,754.8,5954.87
37,17,syllogistic,All;ant;insect/No;insect;backbone,verify,No;ant;backbone,False,True,match-valid,3755,656.67,672.33,5954.87
37,3,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,False,True,match-valid,5820,1050.33,1030.0,5954.87
37,9,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,True,False,mismatch-invalid,3959,785.5,549.8,5954.87
37,6,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,False,True,mismatch-valid,14065,888.67,784.67,5954.87
37,10,syllogistic,All;cream;object with lots of odour/No;object with lots of odour;metallic object,verify,Some not;metallic object;cream,False,True,mismatch-valid,10738,631.0,576.5,5954.87
37,8,syllogistic,All;pilot;driver/No;autism;pilot,verify,Some not;driver;autism,False,True,mismatch-valid,5550,578.0,560.5,5954.87
37,12,syllogistic,All;sailing champion;swimm well/No;swimm well;paralytic,verify,Some not;paralytic;sailing champion,False,True,mismatch-valid,7591,626.17,807.4,5954.87
37,11,syllogistic,No;object with wheal;boat/All;vehicle;object with wheal,verify,Some not;vehicle;boat,False,False,mismatch-invalid,7697,938.2,912.67,5954.87
37,16,syllogistic,All;men;Y gene/No;Y gene;ova,verify,Some not;men;ova,False,False,mismatch-invalid,7022,692.4,823.0,5954.87
38,14,syllogistic,All;flower;water/No;computer;flower,verify,No;computer;water,True,False,match-invalid,1817,743.5,839.33,6292.73
38,7,syllogistic,No;elephant;car/All;car;petrol,verify,No;elephant;petrol,True,False,match-invalid,11936,826.0,865.17,6292.73
38,18,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,False,False,match-invalid,6076,726.2,687.17,6292.73
38,4,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,True,False,match-invalid,8185,730.83,689.33,6292.73
38,3,syllogistic,All;Finland;country in the north/No;country in the north;hot,verify,No;Finland;hot,True,True,match-valid,4034,724.17,657.67,6292.73
38,13,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,4005,711.0,877.6,6292.73
38,6,syllogistic,All;ant;insect/No;insect;backbone,verify,No;ant;backbone,True,True,match-valid,3853,705.4,676.83,6292.73
38,17,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,True,True,match-valid,4155,694.33,779.67,6292.73
38,8,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,False,False,mismatch-invalid,5176,757.83,697.5,6292.73
38,10,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,True,True,mismatch-valid,17828,823.5,702.6,6292.73
38,15,syllogistic,All;cream;object with lots of odour/No;object with lots of odour;metallic object,verify,Some not;metallic object;cream,True,True,mismatch-valid,6727,620.2,651.5,6292.73
38,5,syllogistic,All;pilot;driver/No;autism;pilot,verify,Some not;driver;autism,False,True,mismatch-valid,7859,730.6,747.5,6292.73
38,9,syllogistic,All;sailing champion;swimm well/No;swimm well;paralytic,verify,Some not;paralytic;sailing champion,False,True,mismatch-valid,7178,669.33,601.83,6292.73
38,16,syllogistic,No;object with wheal;boat/All;vehicle;object with wheal,verify,Some not;vehicle;boat,False,False,mismatch-invalid,2617,736.33,660.8,6292.73
38,11,syllogistic,All;men;Y gene/No;Y gene;ova,verify,Some not;men;ova,False,False,mismatch-invalid,2945,852.25,760.33,6292.73
39,16,syllogistic,All;flower;water/No;computer;flower,verify,No;computer;water,True,False,match-invalid,1483,588.83,675.83,6899.67
39,8,syllogistic,No;elephant;car/All;car;petrol,verify,No;elephant;petrol,True,False,match-invalid,4454,702.67,716.67,6899.67
39,9,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,True,False,match-invalid,7164,553.67,726.33,6899.67
39,18,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,True,False,match-invalid,9011,575.33,579.33,6899.67
39,3,syllogistic,All;Finland;country in the north/No;country in the north;hot,verify,No;Finland;hot,False,True,match-valid,2418,605.83,685.33,6899.67
39,14,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,3846,717.4,622.33,6899.67
39,13,syllogistic,All;ant;insect/No;insect;backbone,verify,No;ant;backbone,True,True,match-valid,4062,649.0,626.67,6899.67
39,7,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,True,True,match-valid,6806,634.33,705.83,6899.67
39,5,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,False,False,mismatch-invalid,10235,721.83,747.33,6899.67
39,10,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,True,True,mismatch-valid,17222,698.0,572.5,6899.67
