id,sequence,task,choices,response,response_type,domain,task_original,choices_original
SHMCMN,25,not;possible;xor;A;B,xor;not;possible;A;not;possible;B,True,verify,modal,"It is impossible that: {A} or {B}, but not both","it is impossible that {A} OR it is impossible that {B}, but not both"
IKRQQY,16,not;possible;xor;A;B,not;possible;and;A;B,False,verify,modal,"It is impossible that: {A} or {B}, but not both",it is impossible that: {A} and {B}
WVWDAK,0,possible;or;A;B,possible;xor;A;B,True,verify,modal,"It is possible that: {A} or {B}, or both","it is possible that: {A} or {B}, but not both"
DYKWVY,3,necessary;and;A;B,and;necessary;A;necessary;B,True,verify,modal,It is necessary that: {A} and {B},It is necessary that {A} AND it is necessary that {B}
OOQNOR,22,necessary;xor;A;B,necessary;and;A;B,False,verify,modal,"It is necessary that: {A} or {B}, but not both",it is necessary that: {A} and {B}
MUNIJZ,22,necessary;xor;A;B,necessary;or;A;B,True,verify,modal,"It is necessary that: {A} or {B}, but not both","it is necessary that: {A} or {B}, or both"
WVWDAK,1,necessary;xor;A;B,xor;necessary;A;necessary;B,True,verify,modal,"It is necessary that: {A} or {B}, but not both","It is necessary that {A} OR it is necessary that {B}, but not"
WVWDAK,2,or;necessary;A;necessary;B,necessary;or;A;B,True,verify,modal,"It is necessary that {A} OR it is necessary that {B}, or both","It is necessary that: {A} or {B}, or both"
OOQNOR,23,not;possible;or;A;B,not;possible;xor;A;B,False,verify,modal,"It is impossible that: {A} or {B}, or both","it is impossible that: {A} or {B}, but not both"
LYUXEA,19,possible;xor;A;B,possible;and;A;B,False,verify,modal,"It is possible that: {A} or {B}, but not both",it is possible that: {A} and {B}
WVWDAK,3,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
WVWDAK,4,necessary;and;A;B,and;necessary;A;necessary;B,True,verify,modal,It is necessary that: {A} and {B},It is necessary that {A} AND it is necessary that {B}
DYKWVY,4,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that {A} OR it is impossible that {B}, or both","It is impossible that: {A} or {B}, or both"
RDBCES,18,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that: {A} and {B},It is impossible that {A} AND it is impossible that {B}
WVWDAK,5,xor;possible;A;possible;B,possible;xor;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, but not both","It is possible that: {A} or {B}, but not both"
IKRQQY,17,necessary;or;A;B,or;necessary;A;necessary;B,True,verify,modal,"It is necessary that: {A} or {B}, or both","It is necessary that {A} OR it is necessary that {B}, or both"
WVWDAK,6,and;not;possible;A;not;possible;B,not;possible;and;A;B,False,verify,modal,It is impossible that {A} AND it is impossible that {B},It is impossible that: {A} and {B}
MUNIJZ,23,xor;necessary;A;necessary;B,necessary;xor;A;B,True,verify,modal,"It is necessary that {A} OR it is necessary that {B}, but not both","It is necessary that: {A} or {B}, but not both"
LYUXEA,20,or;possible;A;possible;B,possible;or;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, or both","It is possible that: {A} or {B}, or both"
SHMCMN,26,necessary;xor;A;B,necessary;or;A;B,False,verify,modal,"It is necessary that: {A} or {B}, but not both","it is necessary that: {A} or {B}, or both"
WVWDAK,7,possible;xor;A;B,possible;or;A;B,False,verify,modal,"It is possible that: {A} or {B}, but not both","it is possible that: {A} or {B}, or both"
OOQNOR,24,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that: {A} and {B},It is impossible that {A} AND it is impossible that {B}
WVWDAK,8,necessary;xor;A;B,necessary;and;A;B,False,verify,modal,"It is necessary that: {A} or {B}, but not both",it is necessary that: {A} and {B}
WVWDAK,9,and;necessary;A;necessary;B,necessary;and;A;B,False,verify,modal,It is necessary that {A} AND it is necessary that {B},It is necessary that: {A} and {B}
WVWDAK,10,xor;not;possible;A;not;possible;B,not;possible;xor;A;B,False,verify,modal,"It is impossible that {A} OR it is impossible that {B}, but not both","It is impossible that: {A} or {B}, but not both"
DYKWVY,5,possible;xor;A;B,xor;possible;A;possible;B,True,verify,modal,"It is possible that: {A} or {B}, but not both","it is possible that {A} OR it is possible that {B}, but not both"
IKRQQY,18,or;necessary;A;necessary;B,necessary;or;A;B,True,verify,modal,"It is necessary that {A} OR it is necessary that {B}, or both","It is necessary that: {A} or {B}, or both"
LYUXEA,21,and;not;possible;A;not;possible;B,not;possible;and;A;B,True,verify,modal,It is impossible that {A} AND it is impossible that {B},It is impossible that: {A} and {B}
WVWDAK,11,possible;xor;A;B,possible;and;A;B,False,verify,modal,"It is possible that: {A} or {B}, but not both",it is possible that: {A} and {B}
MUNIJZ,24,necessary;xor;A;B,necessary;and;A;B,False,verify,modal,"It is necessary that: {A} or {B}, but not both",it is necessary that: {A} and {B}
OOQNOR,25,and;not;possible;A;not;possible;B,not;possible;and;A;B,True,verify,modal,It is impossible that {A} AND it is impossible that {B},It is impossible that: {A} and {B}
WVWDAK,12,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
RDBCES,19,and;necessary;A;necessary;B,necessary;and;A;B,True,verify,modal,It is necessary that {A} AND it is necessary that {B},It is necessary that: {A} and {B}
WVWDAK,13,not;possible;xor;A;B,xor;not;possible;A;not;possible;B,True,verify,modal,"It is impossible that: {A} or {B}, but not both","it is impossible that {A} OR it is impossible that {B}, but not both"
WVWDAK,14,possible;or;A;B,or;possible;A;possible;B,True,verify,modal,"It is possible that: {A} or {B}, or both","it is possible that {A} OR it is possible that {B}, or both"
WVWDAK,15,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that: {A} and {B},It is impossible that {A} AND it is impossible that {B}
MUNIJZ,25,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
DYKWVY,6,and;necessary;A;necessary;B,necessary;and;A;B,True,verify,modal,It is necessary that {A} AND it is necessary that {B},It is necessary that: {A} and {B}
WVWDAK,16,not;possible;xor;A;B,not;possible;or;A;B,True,verify,modal,"It is impossible that: {A} or {B}, but not both","it is impossible that: {A} or {B}, or both"
LYUXEA,22,and;necessary;A;necessary;B,necessary;and;A;B,True,verify,modal,It is necessary that {A} AND it is necessary that {B},It is necessary that: {A} and {B}
OOQNOR,26,not;possible;or;A;B,or;not;possible;A;not;possible;B,True,verify,modal,"It is impossible that: {A} or {B}, or both","it is impossible that {A} OR it is impossible that {B}, or both"
WVWDAK,17,necessary;or;A;B,or;necessary;A;necessary;B,True,verify,modal,"It is necessary that: {A} or {B}, or both","It is necessary that {A} OR it is necessary that {B}, or both"
WVWDAK,18,possible;xor;A;B,xor;possible;A;possible;B,False,verify,modal,"It is possible that: {A} or {B}, but not both","it is possible that {A} OR it is possible that {B}, but not both"
WVWDAK,19,not;possible;xor;A;B,not;possible;and;A;B,False,verify,modal,"It is impossible that: {A} or {B}, but not both",it is impossible that: {A} and {B}
MUNIJZ,26,possible;or;A;B,or;possible;A;possible;B,True,verify,modal,"It is possible that: {A} or {B}, or both","it is possible that {A} OR it is possible that {B}, or both"
RDBCES,20,not;possible;or;A;B,or;not;possible;A;not;possible;B,True,verify,modal,"It is impossible that: {A} or {B}, or both","it is impossible that {A} OR it is impossible that {B}, or both"
IKRQQY,19,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
WVWDAK,20,or;possible;A;possible;B,possible;or;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, or both","It is possible that: {A} or {B}, or both"
DYKWVY,7,xor;necessary;A;necessary;B,necessary;xor;A;B,True,verify,modal,"It is necessary that {A} OR it is necessary that {B}, but not both","It is necessary that: {A} or {B}, but not both"
WVWDAK,21,xor;necessary;A;necessary;B,necessary;xor;A;B,False,verify,modal,"It is necessary that {A} OR it is necessary that {B}, but not both","It is necessary that: {A} or {B}, but not both"
WVWDAK,22,necessary;or;A;B,necessary;xor;A;B,False,verify,modal,"It is necessary that: {A} or {B}, or both","it is necessary that: {A} or {B}, but not both"
WVWDAK,23,not;possible;or;A;B,not;possible;xor;A;B,False,verify,modal,"It is impossible that: {A} or {B}, or both","it is impossible that: {A} or {B}, but not both"
MMMIYB,0,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
WVWDAK,24,necessary;xor;A;B,necessary;or;A;B,False,verify,modal,"It is necessary that: {A} or {B}, but not both","it is necessary that: {A} or {B}, or both"
IKRQQY,20,not;possible;or;A;B,not;possible;xor;A;B,False,verify,modal,"It is impossible that: {A} or {B}, or both","it is impossible that: {A} or {B}, but not both"
WVWDAK,25,not;possible;or;A;B,or;not;possible;A;not;possible;B,False,verify,modal,"It is impossible that: {A} or {B}, or both","it is impossible that {A} OR it is impossible that {B}, or both"
WVWDAK,26,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that {A} OR it is impossible that {B}, or both","It is impossible that: {A} or {B}, or both"
DYKWVY,8,possible;xor;A;B,possible;or;A;B,False,verify,modal,"It is possible that: {A} or {B}, but not both","it is possible that: {A} or {B}, or both"
LYUXEA,23,possible;or;A;B,or;possible;A;possible;B,True,verify,modal,"It is possible that: {A} or {B}, or both","it is possible that {A} OR it is possible that {B}, or both"
MMMIYB,1,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
RDBCES,21,not;possible;or;A;B,not;possible;xor;A;B,False,verify,modal,"It is impossible that: {A} or {B}, or both","it is impossible that: {A} or {B}, but not both"
LYUXEA,24,not;possible;xor;A;B,not;possible;or;A;B,False,verify,modal,"It is impossible that: {A} or {B}, but not both","it is impossible that: {A} or {B}, or both"
DYKWVY,9,xor;not;possible;A;not;possible;B,not;possible;xor;A;B,True,verify,modal,"It is impossible that {A} OR it is impossible that {B}, but not both","It is impossible that: {A} or {B}, but not both"
RDBCES,22,xor;possible;A;possible;B,possible;xor;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, but not both","It is possible that: {A} or {B}, but not both"
LYUXEA,25,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
DYKWVY,10,necessary;or;A;B,necessary;xor;A;B,False,verify,modal,"It is necessary that: {A} or {B}, or both","it is necessary that: {A} or {B}, but not both"
DYKWVY,11,not;possible;xor;A;B,not;possible;and;A;B,False,verify,modal,"It is impossible that: {A} or {B}, but not both",it is impossible that: {A} and {B}
IKRQQY,21,not;possible;or;A;B,or;not;possible;A;not;possible;B,True,verify,modal,"It is impossible that: {A} or {B}, or both","it is impossible that {A} OR it is impossible that {B}, or both"
ACUCQQ,0,possible;and;A;B,and;possible;A;possible;B,False,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
RDBCES,23,and;not;possible;A;not;possible;B,not;possible;and;A;B,True,verify,modal,It is impossible that {A} AND it is impossible that {B},It is impossible that: {A} and {B}
LYUXEA,26,necessary;or;A;B,necessary;xor;A;B,False,verify,modal,"It is necessary that: {A} or {B}, or both","it is necessary that: {A} or {B}, but not both"
DYKWVY,12,necessary;xor;A;B,necessary;or;A;B,False,verify,modal,"It is necessary that: {A} or {B}, but not both","it is necessary that: {A} or {B}, or both"
IKRQQY,22,necessary;xor;A;B,necessary;or;A;B,False,verify,modal,"It is necessary that: {A} or {B}, but not both","it is necessary that: {A} or {B}, or both"
RDBCES,24,necessary;xor;A;B,xor;necessary;A;necessary;B,True,verify,modal,"It is necessary that: {A} or {B}, but not both","It is necessary that {A} OR it is necessary that {B}, but not"
DYKWVY,13,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that: {A} and {B},It is impossible that {A} AND it is impossible that {B}
DYKWVY,14,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
ACUCQQ,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
RDBCES,25,or;possible;A;possible;B,possible;or;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, or both","It is possible that: {A} or {B}, or both"
IKRQQY,23,necessary;xor;A;B,necessary;and;A;B,False,verify,modal,"It is necessary that: {A} or {B}, but not both",it is necessary that: {A} and {B}
DYKWVY,15,xor;possible;A;possible;B,possible;xor;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, but not both","It is possible that: {A} or {B}, but not both"
MMMIYB,0,possible;xor;A;B,xor;possible;A;possible;B,True,verify,modal,"It is possible that: {A} or {B}, but not both","it is possible that {A} OR it is possible that {B}, but not both"
RDBCES,26,not;possible;xor;A;B,not;possible;or;A;B,False,verify,modal,"It is impossible that: {A} or {B}, but not both","it is impossible that: {A} or {B}, or both"
IKRQQY,24,and;necessary;A;necessary;B,necessary;and;A;B,True,verify,modal,It is necessary that {A} AND it is necessary that {B},It is necessary that: {A} and {B}
DYKWVY,16,possible;xor;A;B,possible;and;A;B,False,verify,modal,"It is possible that: {A} or {B}, but not both",it is possible that: {A} and {B}
MMMIYB,1,necessary;xor;A;B,xor;necessary;A;necessary;B,False,verify,modal,"It is necessary that: {A} or {B}, but not both","It is necessary that {A} OR it is necessary that {B}, but not"
IKRQQY,25,xor;possible;A;possible;B,possible;xor;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, but not both","It is possible that: {A} or {B}, but not both"
DYKWVY,17,or;possible;A;possible;B,possible;or;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, or both","It is possible that: {A} or {B}, or both"
ACUCQQ,0,or;necessary;A;necessary;B,necessary;or;A;B,True,verify,modal,"It is necessary that {A} OR it is necessary that {B}, or both","It is necessary that: {A} or {B}, or both"
IKRQQY,26,necessary;or;A;B,necessary;xor;A;B,False,verify,modal,"It is necessary that: {A} or {B}, or both","it is necessary that: {A} or {B}, but not both"
DYKWVY,18,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
MMMIYB,2,and;necessary;A;necessary;B,necessary;and;A;B,True,verify,modal,It is necessary that {A} AND it is necessary that {B},It is necessary that: {A} and {B}
ACUCQQ,1,xor;possible;A;possible;B,possible;xor;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, but not both","It is possible that: {A} or {B}, but not both"
DYKWVY,19,necessary;xor;A;B,xor;necessary;A;necessary;B,True,verify,modal,"It is necessary that: {A} or {B}, but not both","It is necessary that {A} OR it is necessary that {B}, but not"
MMMIYB,3,necessary;and;A;B,and;necessary;A;necessary;B,True,verify,modal,It is necessary that: {A} and {B},It is necessary that {A} AND it is necessary that {B}
DILBKW,0,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
ACUCQQ,2,or;possible;A;possible;B,possible;or;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, or both","It is possible that: {A} or {B}, or both"
DYKWVY,20,not;possible;or;A;B,or;not;possible;A;not;possible;B,True,verify,modal,"It is impossible that: {A} or {B}, or both","it is impossible that {A} OR it is impossible that {B}, or both"
DYKWVY,21,not;possible;xor;A;B,not;possible;or;A;B,False,verify,modal,"It is impossible that: {A} or {B}, but not both","it is impossible that: {A} or {B}, or both"
DILBKW,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
DYKWVY,22,not;possible;xor;A;B,xor;not;possible;A;not;possible;B,True,verify,modal,"It is impossible that: {A} or {B}, but not both","it is impossible that {A} OR it is impossible that {B}, but not both"
MMMIYB,4,necessary;or;A;B,or;necessary;A;necessary;B,True,verify,modal,"It is necessary that: {A} or {B}, or both","It is necessary that {A} OR it is necessary that {B}, or both"
ACUCQQ,3,not;possible;xor;A;B,xor;not;possible;A;not;possible;B,False,verify,modal,"It is impossible that: {A} or {B}, but not both","it is impossible that {A} OR it is impossible that {B}, but not both"
DYKWVY,23,not;possible;or;A;B,not;possible;xor;A;B,False,verify,modal,"It is impossible that: {A} or {B}, or both","it is impossible that: {A} or {B}, but not both"
LWLAOE,0,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
DYKWVY,24,necessary;xor;A;B,necessary;and;A;B,False,verify,modal,"It is necessary that: {A} or {B}, but not both",it is necessary that: {A} and {B}
ACUCQQ,4,not;possible;xor;A;B,not;possible;and;A;B,False,verify,modal,"It is impossible that: {A} or {B}, but not both",it is impossible that: {A} and {B}
DYKWVY,25,possible;or;A;B,possible;xor;A;B,False,verify,modal,"It is possible that: {A} or {B}, or both","it is possible that: {A} or {B}, but not both"
MMMIYB,5,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
LWLAOE,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
DYKWVY,26,possible;or;A;B,or;possible;A;possible;B,True,verify,modal,"It is possible that: {A} or {B}, or both","it is possible that {A} OR it is possible that {B}, or both"
ACUCQQ,5,necessary;xor;A;B,xor;necessary;A;necessary;B,True,verify,modal,"It is necessary that: {A} or {B}, but not both","It is necessary that {A} OR it is necessary that {B}, but not"
MMMIYB,6,or;necessary;A;necessary;B,necessary;or;A;B,True,verify,modal,"It is necessary that {A} OR it is necessary that {B}, or both","It is necessary that: {A} or {B}, or both"
ACUCQQ,6,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
EKMCDX,0,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
ACUCQQ,7,not;possible;or;A;B,or;not;possible;A;not;possible;B,True,verify,modal,"It is impossible that: {A} or {B}, or both","it is impossible that {A} OR it is impossible that {B}, or both"
MMMIYB,7,xor;necessary;A;necessary;B,necessary;xor;A;B,True,verify,modal,"It is necessary that {A} OR it is necessary that {B}, but not both","It is necessary that: {A} or {B}, but not both"
EKMCDX,1,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
DILBKW,0,necessary;and;A;B,and;necessary;A;necessary;B,True,verify,modal,It is necessary that: {A} and {B},It is necessary that {A} AND it is necessary that {B}
ACUCQQ,8,necessary;and;A;B,and;necessary;A;necessary;B,False,verify,modal,It is necessary that: {A} and {B},It is necessary that {A} AND it is necessary that {B}
DILBKW,1,possible;or;A;B,or;possible;A;possible;B,True,verify,modal,"It is possible that: {A} or {B}, or both","it is possible that {A} OR it is possible that {B}, or both"
MMMIYB,8,not;possible;xor;A;B,xor;not;possible;A;not;possible;B,True,verify,modal,"It is impossible that: {A} or {B}, but not both","it is impossible that {A} OR it is impossible that {B}, but not both"
DILBKW,2,possible;xor;A;B,possible;and;A;B,False,verify,modal,"It is possible that: {A} or {B}, but not both",it is possible that: {A} and {B}
ACUCQQ,9,xor;not;possible;A;not;possible;B,not;possible;xor;A;B,True,verify,modal,"It is impossible that {A} OR it is impossible that {B}, but not both","It is impossible that: {A} or {B}, but not both"
PFCZRT,0,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
ACUCQQ,10,necessary;xor;A;B,necessary;or;A;B,False,verify,modal,"It is necessary that: {A} or {B}, but not both","it is necessary that: {A} or {B}, or both"
DILBKW,3,not;possible;or;A;B,or;not;possible;A;not;possible;B,False,verify,modal,"It is impossible that: {A} or {B}, or both","it is impossible that {A} OR it is impossible that {B}, or both"
MMMIYB,9,possible;xor;A;B,possible;or;A;B,False,verify,modal,"It is possible that: {A} or {B}, but not both","it is possible that: {A} or {B}, or both"
PFCZRT,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
ACUCQQ,11,not;possible;or;A;B,not;possible;xor;A;B,False,verify,modal,"It is impossible that: {A} or {B}, or both","it is impossible that: {A} or {B}, but not both"
MMMIYB,10,possible;or;A;B,or;possible;A;possible;B,True,verify,modal,"It is possible that: {A} or {B}, or both","it is possible that {A} OR it is possible that {B}, or both"
MMMIYB,11,necessary;or;A;B,necessary;xor;A;B,False,verify,modal,"It is necessary that: {A} or {B}, or both","it is necessary that: {A} or {B}, but not both"
DILBKW,4,xor;necessary;A;necessary;B,necessary;xor;A;B,True,verify,modal,"It is necessary that {A} OR it is necessary that {B}, but not both","It is necessary that: {A} or {B}, but not both"
XTPUWX,0,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
ACUCQQ,12,necessary;xor;A;B,necessary;and;A;B,False,verify,modal,"It is necessary that: {A} or {B}, but not both",it is necessary that: {A} and {B}
MMMIYB,12,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that: {A} and {B},It is impossible that {A} AND it is impossible that {B}
DILBKW,5,not;possible;xor;A;B,not;possible;or;A;B,False,verify,modal,"It is impossible that: {A} or {B}, but not both","it is impossible that: {A} or {B}, or both"
PFCZRT,0,and;not;possible;A;not;possible;B,not;possible;and;A;B,True,verify,modal,It is impossible that {A} AND it is impossible that {B},It is impossible that: {A} and {B}
DILBKW,6,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that: {A} and {B},It is impossible that {A} AND it is impossible that {B}
EKMCDX,0,necessary;xor;A;B,necessary;and;A;B,True,verify,modal,"It is necessary that: {A} or {B}, but not both",it is necessary that: {A} and {B}
ACUCQQ,13,possible;xor;A;B,xor;possible;A;possible;B,False,verify,modal,"It is possible that: {A} or {B}, but not both","it is possible that {A} OR it is possible that {B}, but not both"
XTPUWX,1,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
MMMIYB,13,not;possible;xor;A;B,not;possible;or;A;B,False,verify,modal,"It is impossible that: {A} or {B}, but not both","it is impossible that: {A} or {B}, or both"
PFCZRT,1,possible;or;A;B,or;possible;A;possible;B,True,verify,modal,"It is possible that: {A} or {B}, or both","it is possible that {A} OR it is possible that {B}, or both"
DILBKW,7,possible;xor;A;B,possible;or;A;B,True,verify,modal,"It is possible that: {A} or {B}, but not both","it is possible that: {A} or {B}, or both"
PFCZRT,2,or;necessary;A;necessary;B,necessary;or;A;B,True,verify,modal,"It is necessary that {A} OR it is necessary that {B}, or both","It is necessary that: {A} or {B}, or both"
DILBKW,8,not;possible;or;A;B,not;possible;xor;A;B,True,verify,modal,"It is impossible that: {A} or {B}, or both","it is impossible that: {A} or {B}, but not both"
MMMIYB,14,possible;xor;A;B,possible;and;A;B,False,verify,modal,"It is possible that: {A} or {B}, but not both",it is possible that: {A} and {B}
PFCZRT,3,and;necessary;A;necessary;B,necessary;and;A;B,True,verify,modal,It is necessary that {A} AND it is necessary that {B},It is necessary that: {A} and {B}
DILBKW,9,necessary;or;A;B,necessary;xor;A;B,True,verify,modal,"It is necessary that: {A} or {B}, or both","it is necessary that: {A} or {B}, but not both"
PFCZRT,4,not;possible;or;A;B,or;not;possible;A;not;possible;B,True,verify,modal,"It is impossible that: {A} or {B}, or both","it is impossible that {A} OR it is impossible that {B}, or both"
EKMCDX,1,necessary;or;A;B,necessary;xor;A;B,True,verify,modal,"It is necessary that: {A} or {B}, or both","it is necessary that: {A} or {B}, but not both"
MMMIYB,15,not;possible;xor;A;B,not;possible;and;A;B,False,verify,modal,"It is impossible that: {A} or {B}, but not both",it is impossible that: {A} and {B}
DILBKW,10,necessary;xor;A;B,necessary;or;A;B,False,verify,modal,"It is necessary that: {A} or {B}, but not both","it is necessary that: {A} or {B}, or both"
PFCZRT,5,possible;or;A;B,possible;xor;A;B,False,verify,modal,"It is possible that: {A} or {B}, or both","it is possible that: {A} or {B}, but not both"
DILBKW,11,necessary;or;A;B,or;necessary;A;necessary;B,False,verify,modal,"It is necessary that: {A} or {B}, or both","It is necessary that {A} OR it is necessary that {B}, or both"
DILBKW,12,not;possible;xor;A;B,xor;not;possible;A;not;possible;B,True,verify,modal,"It is impossible that: {A} or {B}, but not both","it is impossible that {A} OR it is impossible that {B}, but not both"
PFCZRT,6,necessary;xor;A;B,necessary;and;A;B,False,verify,modal,"It is necessary that: {A} or {B}, but not both",it is necessary that: {A} and {B}
MMMIYB,16,or;possible;A;possible;B,possible;or;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, or both","It is possible that: {A} or {B}, or both"
PFCZRT,7,not;possible;xor;A;B,not;possible;or;A;B,False,verify,modal,"It is impossible that: {A} or {B}, but not both","it is impossible that: {A} or {B}, or both"
DILBKW,13,and;necessary;A;necessary;B,necessary;and;A;B,True,verify,modal,It is necessary that {A} AND it is necessary that {B},It is necessary that: {A} and {B}
EKMCDX,2,not;possible;xor;A;B,xor;not;possible;A;not;possible;B,True,verify,modal,"It is impossible that: {A} or {B}, but not both","it is impossible that {A} OR it is impossible that {B}, but not both"
PFCZRT,8,necessary;or;A;B,necessary;xor;A;B,False,verify,modal,"It is necessary that: {A} or {B}, or both","it is necessary that: {A} or {B}, but not both"
DILBKW,14,possible;xor;A;B,xor;possible;A;possible;B,True,verify,modal,"It is possible that: {A} or {B}, but not both","it is possible that {A} OR it is possible that {B}, but not both"
XTPUWX,0,xor;not;possible;A;not;possible;B,not;possible;xor;A;B,True,verify,modal,"It is impossible that {A} OR it is impossible that {B}, but not both","It is impossible that: {A} or {B}, but not both"
PFCZRT,9,not;possible;or;A;B,not;possible;xor;A;B,False,verify,modal,"It is impossible that: {A} or {B}, or both","it is impossible that: {A} or {B}, but not both"
MMMIYB,17,not;possible;or;A;B,or;not;possible;A;not;possible;B,True,verify,modal,"It is impossible that: {A} or {B}, or both","it is impossible that {A} OR it is impossible that {B}, or both"
DILBKW,15,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
MMMIYB,18,possible;or;A;B,possible;xor;A;B,False,verify,modal,"It is possible that: {A} or {B}, or both","it is possible that: {A} or {B}, but not both"
XTPUWX,1,necessary;and;A;B,and;necessary;A;necessary;B,True,verify,modal,It is necessary that: {A} and {B},It is necessary that {A} AND it is necessary that {B}
PFCZRT,10,necessary;and;A;B,and;necessary;A;necessary;B,True,verify,modal,It is necessary that: {A} and {B},It is necessary that {A} AND it is necessary that {B}
DILBKW,16,or;necessary;A;necessary;B,necessary;or;A;B,False,verify,modal,"It is necessary that {A} OR it is necessary that {B}, or both","It is necessary that: {A} or {B}, or both"
MMMIYB,19,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that {A} OR it is impossible that {B}, or both","It is impossible that: {A} or {B}, or both"
PFCZRT,11,xor;possible;A;possible;B,possible;xor;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, but not both","It is possible that: {A} or {B}, but not both"
LWLAOE,0,not;possible;or;A;B,or;not;possible;A;not;possible;B,True,verify,modal,"It is impossible that: {A} or {B}, or both","it is impossible that {A} OR it is impossible that {B}, or both"
EKMCDX,3,necessary;xor;A;B,xor;necessary;A;necessary;B,True,verify,modal,"It is necessary that: {A} or {B}, but not both","It is necessary that {A} OR it is necessary that {B}, but not"
XTPUWX,2,possible;or;A;B,or;possible;A;possible;B,True,verify,modal,"It is possible that: {A} or {B}, or both","it is possible that {A} OR it is possible that {B}, or both"
